title,url
"자율주행차 관련주, '함박웃음' 에스오에스랩·아이에이·에이스테크·슈...",http://www.finomy.com/news/articleView.html?idxno=251578
美·日 군용 디스플레이 공조 시사…삼성디스플레이 '긴장',https://dealsite.co.kr/articles/158620
"전영현 ""삼성전자가 돌아왔다...다시는 걱정 안 시키겠다""",https://www.techm.kr/news/articleView.html?idxno=150307
