term,cur,prev,diff,ma7,z_like,total
etri,16,0,16,2.286,5.46,16
xr,18,4,14,4.286,4.467,111
삼성전자,27,13,14,11.0,3.707,519
노트북,10,3,7,2.857,2.655,114
갤럭시,6,2,4,1.286,2.209,55
오포,3,0,3,0.429,1.554,4
capex,2,0,2,0.286,1.117,2
hp,2,0,2,0.286,1.117,43
lg디스플레이,6,6,0,3.286,0.965,79
tv,9,5,4,6.286,0.774,260
모니터,3,2,1,1.429,0.716,162
fmm,1,0,1,0.143,0.622,2
샤오미,1,0,1,0.143,0.622,18
설비투자,1,0,1,0.143,0.622,5
레노버,6,0,6,4.429,0.506,87
tsmc,2,2,0,1.0,0.5,13
삼성디스플레이,1,0,1,0.286,0.465,49
샤프,1,1,0,0.286,0.465,2
디스플레이,6,2,4,4.857,0.357,197
lcd,1,0,1,0.429,0.345,11
amd,1,1,0,0.429,0.345,30
kaist,1,1,0,0.571,0.244,20
인텔,1,1,0,0.571,0.244,51
게이밍모니터,1,0,1,0.714,0.155,12
byd,1,1,0,0.714,0.155,10
구글,3,3,0,2.714,0.108,124
ar,1,2,-1,0.857,0.074,23
공급망,1,3,-2,1.0,0.0,48
맥북,1,0,1,1.143,-0.069,25
sk하이닉스,1,3,-2,1.571,-0.254,54
스마트폰,1,3,-2,1.857,-0.363,90
아이폰,1,1,0,2.0,-0.414,43
폴더블,1,1,0,2.286,-0.512,59
oled,4,7,-3,6.0,-0.58,293
lg전자,4,19,-15,6.0,-0.58,278
애플,5,3,2,7.286,-0.618,158
엔비디아,4,4,0,7.429,-0.92,245
