term,cur,prev,diff,ma7,z_like,total,date
공급망,6,0,6,1.714,1.856,41,2026-09-04
lg전자,22,8,14,13.857,1.724,318,2026-09-04
도우인시스,3,0,3,0.429,1.554,5,2026-09-04
lcd,3,0,3,0.714,1.239,33,2026-09-04
lg디스플레이,3,1,2,1.0,1.0,66,2026-09-04
dell,3,4,-1,1.143,0.898,13,2026-09-04
삼성전자,33,49,-16,27.714,0.844,517,2026-09-04
고효율,2,2,0,0.714,0.697,7,2026-09-04
백플레인,1,0,1,0.143,0.622,1,2026-09-04
생산능력,1,0,1,0.143,0.622,5,2026-09-04
스마트워치,1,0,1,0.143,0.622,6,2026-09-04
ar,3,3,0,1.714,0.557,61,2026-09-04
양산,3,3,0,1.714,0.557,62,2026-09-04
메타,2,2,0,1.0,0.5,23,2026-09-04
비보,1,0,1,0.286,0.465,3,2026-09-04
vr,1,0,1,0.429,0.345,18,2026-09-04
맥북,1,1,0,0.429,0.345,16,2026-09-04
엔비디아,9,7,2,7.714,0.34,178,2026-09-04
갤럭시,8,7,1,7.0,0.274,145,2026-09-04
현대모비스,1,2,-1,0.571,0.244,5,2026-09-04
oled,9,5,4,8.429,0.146,319,2026-09-04
샤오미,2,1,1,1.714,0.124,31,2026-09-04
sk하이닉스,3,3,0,2.714,0.108,71,2026-09-04
아이폰,5,1,4,4.714,0.09,121,2026-09-04
tv,8,23,-15,7.714,0.076,229,2026-09-04
폴더블,7,3,4,6.857,0.039,241,2026-09-04
구글,2,2,0,2.0,0.0,93,2026-09-04
byd,1,0,1,1.143,-0.069,14,2026-09-04
boe,1,0,1,1.286,-0.134,18,2026-09-04
스마트폰,2,0,2,2.429,-0.168,87,2026-09-04
xr,2,1,1,2.429,-0.168,75,2026-09-04
모바일,3,9,-6,4.0,-0.333,51,2026-09-04
레노버,3,3,0,4.714,-0.541,79,2026-09-04
삼성디스플레이,1,7,-6,3.286,-0.813,75,2026-09-04
모니터,3,0,3,6.143,-0.904,159,2026-09-04
애플,7,4,3,11.143,-0.955,340,2026-09-04
디스플레이,3,11,-8,8.0,-1.306,194,2026-09-04
노트북,1,2,-1,6.714,-1.591,112,2026-09-04
엔비디아,25,9,16,8.714,4.121,199,2026-09-05
레노버,14,3,11,6.714,2.029,93,2026-09-05
하이센스,4,0,4,0.571,1.953,11,2026-09-05
아이폰,11,5,6,5.143,1.792,130,2026-09-05
apple,3,0,3,0.429,1.554,8,2026-09-05
구글,7,2,5,2.857,1.54,92,2026-09-05
lg전자,23,22,1,15.714,1.468,331,2026-09-05
올레드,2,0,2,0.286,1.117,11,2026-09-05
아마존,3,0,3,0.857,1.113,14,2026-09-05
맥북,3,1,2,0.857,1.113,19,2026-09-05
tv,13,8,5,8.714,1.084,239,2026-09-05
고효율,3,2,1,1.143,0.898,10,2026-09-05
8k,1,0,1,0.143,0.622,2,2026-09-05
고휘도,1,0,1,0.143,0.622,1,2026-09-05
애플워치,1,0,1,0.143,0.622,6,2026-09-05
올레드tv,1,0,1,0.143,0.622,1,2026-09-05
필립스,1,0,1,0.143,0.622,2,2026-09-05
폴더블,7,7,0,5.571,0.425,241,2026-09-05
lg디스플레이,2,3,-1,1.143,0.414,66,2026-09-05
저전력,1,0,1,0.429,0.345,3,2026-09-05
태블릿,1,0,1,0.429,0.345,10,2026-09-05
애플,12,7,5,10.714,0.301,344,2026-09-05
소니,1,0,1,0.571,0.244,11,2026-09-05
아이패드,1,0,1,0.571,0.244,7,2026-09-05
현대모비스,1,1,0,0.571,0.244,6,2026-09-05
boe,2,1,1,1.571,0.19,20,2026-09-05
퀄컴,1,0,1,0.714,0.155,21,2026-09-05
삼성전자,26,33,-7,25.429,0.095,535,2026-09-05
amd,2,0,2,1.857,0.06,15,2026-09-05
ar,2,3,-1,1.857,0.06,62,2026-09-05
oled,7,9,-2,6.857,0.039,318,2026-09-05
xr,2,2,0,2.286,-0.114,73,2026-09-05
카카오,1,0,1,1.286,-0.134,45,2026-09-05
sk하이닉스,2,3,-1,2.429,-0.168,68,2026-09-05
샤오미,1,2,-1,1.571,-0.254,30,2026-09-05
모니터,3,3,0,3.857,-0.289,158,2026-09-05
디스플레이,7,3,4,8.286,-0.331,195,2026-09-05
갤럭시,4,8,-4,6.143,-0.616,146,2026-09-05
삼성디스플레이,1,1,0,2.857,-0.69,74,2026-09-05
모바일,1,3,-2,3.143,-0.773,52,2026-09-05
노트북,4,1,3,6.857,-0.79,113,2026-09-05
tcl,1,0,1,4.571,-1.138,58,2026-09-05
스마트폰,3,0,3,1.143,0.898,87,2026-09-06
샤오미,4,1,3,2.0,0.828,34,2026-09-06
bmw,1,0,1,0.143,0.622,8,2026-09-06
tsmc,1,0,1,0.143,0.622,11,2026-09-06
아마존,2,3,-1,0.857,0.593,16,2026-09-06
애플워치,1,1,0,0.286,0.465,7,2026-09-06
lcd,1,0,1,0.571,0.244,34,2026-09-06
노트북,7,4,3,6.857,0.039,119,2026-09-06
벤츠,2,0,2,2.0,0.0,40,2026-09-06
아이폰,5,11,-6,5.0,0.0,135,2026-09-06
ar,2,2,0,2.143,-0.058,63,2026-09-06
sk하이닉스,2,2,0,2.143,-0.058,70,2026-09-06
애플,11,12,-1,11.286,-0.066,345,2026-09-06
구글,2,7,-5,2.571,-0.219,91,2026-09-06
폴더블,5,7,-2,5.857,-0.251,238,2026-09-06
모니터,3,3,0,3.857,-0.289,159,2026-09-06
tv,8,13,-5,9.429,-0.351,247,2026-09-06
xr,1,2,-1,2.286,-0.512,71,2026-09-06
삼성디스플레이,1,1,0,3.0,-0.732,75,2026-09-06
갤럭시,4,4,0,6.714,-0.756,138,2026-09-06
lg전자,11,23,-12,15.429,-0.899,338,2026-09-06
tcl,1,1,0,4.714,-1.171,59,2026-09-06
엔비디아,2,25,-23,7.857,-1.54,200,2026-09-06
