cluster_id,keywords
0,중국
1,"모니터, 갤럭시, 설계, 양산, 전망, 관람객, 인공지능, 플랫폼"
2,"노트북, 반도체"
3,"할인, 소비, 주식, 달러, 매출"
4,"미국, 구글, 폴더블, 게임, 대형, 소재, 적용, 증가, 공간, 신제품, 결과, 솔루션, 디자, 정보, 이벤트, 교수, 엔비디아, 점유율, 이유, 시간, 대규모, 의미, 그룹, 신규, 경험, 여기, 기회, 많은, 패널, 예정, 브랜드"
5,"유럽, 베를린, 독일"
6,"애플, 스마트폰, 아이폰"
7,"인프라, 환경, 제조, 분석, 개발, 공장, 에너지, 과정, 효율, 생산, 시스템, 엔진"
