term,cur,prev,diff,ma7,z_like,total
kaist,10,0,10,2.429,2.959,42
하이센스,8,0,8,1.714,2.722,35
ul,4,0,4,0.571,1.953,4
tcl,13,1,12,6.429,1.859,117
올레드,2,0,2,0.714,0.697,39
lg디스플레이,12,1,11,9.286,0.671,126
8k,1,0,1,0.143,0.622,1
galaxy,1,0,1,0.143,0.622,4
스마트폰,5,2,3,3.571,0.494,106
아이폰,3,0,3,1.857,0.484,57
현대모비스,2,3,-1,1.286,0.335,36
meta,1,0,1,0.571,0.244,4
tsmc,1,0,1,0.714,0.155,27
삼성디스플레이,1,0,1,0.714,0.155,130
메타,1,2,-1,1.143,-0.069,29
모바일,1,3,-2,1.143,-0.069,44
갤럭시,3,1,2,3.429,-0.15,89
노트북,4,0,4,4.571,-0.182,150
엔비디아,1,0,1,1.429,-0.195,85
oled,11,2,9,12.0,-0.224,447
구글,1,1,0,1.571,-0.254,63
ar,1,2,-1,1.571,-0.254,38
sk하이닉스,1,1,0,1.714,-0.309,56
고성능,1,1,0,1.714,-0.309,32
모니터,1,1,0,2.714,-0.648,120
애플,3,5,-2,5.571,-0.765,174
tv,9,6,3,14.714,-1.182,456
디스플레이,2,2,0,6.286,-1.222,239
벤츠,1,2,-1,5.286,-1.299,50
lg전자,3,9,-6,10.429,-1.756,359
삼성전자,10,3,7,21.143,-1.99,463
