cluster_id,keywords
0,"디스플레이, 양산, 엔비디아, 전기차, 붉은사막, 전년, 샤오미, 폴더블, 영업, 퀄컴, 기아, 메타, 볼보, 한국타, 달러, 주석, 테크노플렉스, 원주, 그랜드십일절, 하이닉스, 데이, 지난달, 고성능, 축제, 씽크스테이션, 김종서, 지속, 새마을금고, 게임"
1,삼성
2,"반도체, 인텔, 노트북, 모니터"
3,"스마트폰, 배터리"
4,골프
5,"미국, 애플, 개발, 솔루션, 생산, 제조, 매출, OLED, 계획, 투자, 소재, 시스템, 수출, 선물, 핵심, 그룹, 공간"
6,"중국, 대만"
7,구글
