cluster_id,keywords
0,"소재, 유럽, 생산, 대기업, 공장, 제조, 투자, 특허, 소비, 상품, 생태계, 양산, 달러, 회사"
1,"전기, 에너지"
2,"애플, 스마트폰, 갤럭시, 아이폰"
3,"폴더블, 국민보고회, 패널, 수준, 대규모, 협력사, 맥북, 붉은사막, 대출, 충청권, 게임, 노조, 점유율, 증가, 시간, 문제, 최초, 계열사, 그룹, 최신, 대형, 크게, 거점, 하범종, 서남권, 제한, 가능성"
4,"반도체, 모니터, 인프라, 노트북, 카메라, 플랫폼, 무대"
5,"이재용, 환경, 전망, 결정, 적용, 계획, 혜택, 유지, 분석, 집중, 설계, 엔진, 전환, 임직원, 건설, 효과, 변화, 방향, 결과, 확산, 정보, 예정, 효율, 구조, 자동, 지원"
6,중국
7,"미국, 북미"
