date,topic_id,avg_sentiment,article_count
2025-10-17,0,0.5139,29
2025-10-17,1,0.5142,26
2025-10-17,2,0.5131,27
2025-10-17,3,0.5133,24
2025-10-17,4,0.5139,30
2025-10-17,5,0.5132,26
2025-10-17,6,0.5136,28
2025-10-17,7,0.5137,26
