term,cur,prev,diff,total,ma7,z_like
oled,32,8,24,297,12.571,4.274
삼성전자,31,22,9,365,15.857,3.039
lg디스플레이,20,2,18,127,5.857,4.135
삼성디스플레이,18,0,18,115,3.571,4.993
디스플레이,8,6,2,207,9.857,-0.449
애플,6,17,-11,224,6.857,-0.237
구글,5,0,5,72,1.429,1.627
레노버,5,0,5,99,2.286,1.081
모니터,5,1,4,100,3.143,0.67
4k,4,0,4,13,0.571,1.953
엔비디아,4,0,4,63,1.714,0.99
폴더블,4,9,-5,104,3.286,0.254
아이폰,4,6,-2,87,4.429,-0.138
tv,4,8,-4,269,11.429,-1.696
lg전자,3,3,0,306,7.714,-1.248
ar,2,1,1,51,0.429,0.95
화웨이,2,0,2,19,0.429,0.95
모바일,2,7,-5,53,1.571,0.19
xr,2,2,0,96,1.857,0.06
스마트폰,2,7,-5,119,3.286,-0.457
주사율,1,0,1,9,0.143,0.622
스마트워치,1,0,1,7,0.143,0.622
fmm,1,0,1,3,0.143,0.622
ase,1,0,1,2,0.143,0.622
capex,1,0,1,2,0.143,0.622
benq,1,0,1,1,0.143,0.622
harman,1,0,1,1,0.143,0.622
벤큐,1,0,1,2,0.286,0.465
패드,1,0,1,2,0.286,0.465
샤오미,1,0,1,11,0.429,0.345
한미반도체,1,2,-1,4,0.429,0.345
아이패드,1,0,1,28,0.571,0.244
tsmc,1,0,1,26,0.571,0.244
올레드,1,0,1,21,0.571,0.244
맥북,1,3,-2,20,0.714,0.155
아마존,1,0,1,7,0.714,0.155
sk하이닉스,1,0,1,49,1.0,0.0
카카오,1,1,0,17,1.0,0.0
벤츠,1,0,1,65,1.143,-0.069
hp,1,0,1,48,1.857,-0.363
노트북,1,5,-4,93,2.143,-0.464
