term,cur,prev,diff,total,ma7,z_like
삼성전자,16,5,11,684,28.429,-1.963
tv,7,2,5,326,8.857,-0.467
애플,6,3,3,203,6.0,0.0
스마트폰,5,0,5,86,4.0,0.333
lg전자,3,5,-2,238,8.143,-1.335
모니터,3,1,2,139,11.143,-1.877
양산,2,0,2,22,1.714,0.124
폴더블,2,1,1,64,2.571,-0.219
노트북,2,1,1,128,3.571,-0.544
oled,2,2,0,261,5.429,-1.03
알파벳,1,0,1,7,0.143,0.622
롤러블,1,0,1,1,0.143,0.622
lg화학,1,0,1,7,0.286,0.465
설비투자,1,0,1,5,0.286,0.465
tsmc,1,2,-1,17,0.429,0.345
소니,1,0,1,17,0.429,0.345
ar,1,0,1,27,0.714,0.155
퀄컴,1,3,-2,23,1.0,0.0
수율,1,3,-2,9,1.0,0.0
sk하이닉스,1,1,0,35,1.143,-0.069
인텔,1,1,0,49,1.286,-0.134
모바일,1,0,1,35,1.286,-0.134
기아,1,2,-1,27,1.857,-0.363
공급망,1,2,-1,53,2.714,-0.648
xr,1,2,-1,99,3.571,-0.89
엔비디아,1,0,1,104,4.143,-1.035
구글,1,2,-1,116,9.0,-2.0
