org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
롯데는,1,0,0,0,1,1,0,4
리밋,3,3,4,5,4,3,4,6
리베라토를,1,0,0,0,1,1,0,4
리본보드,2,4,5,3,2,6,5,3
리사,0,0,0,1,0,1,0,0
리얼리티랩스,2,3,6,6,0,5,2,1
리치,1,0,0,0,0,0,0,3
리프트,0,9,4,2,3,4,2,0
리프팅,3,2,5,0,5,8,37,5
마이크로,5,17,14,13,6,13,11,6
마이크로디스플레이,0,13,13,11,3,24,9,4
마지막,1,0,0,0,1,1,0,4
마케톤,1,3,5,3,0,4,2,2
마케톤의,1,3,5,3,0,4,2,2
막대한,2,3,6,6,0,5,2,1
막았다.,1,0,0,0,1,1,0,4
막판,7,3,2,2,3,1,2,2
만에,2,2,3,1,1,4,1,2
만의,2,6,6,3,7,4,3,3
만지고,1,3,5,3,0,4,2,2
만큼,11,13,10,6,12,7,5,7
만화,3,3,4,5,4,3,4,6
많이,3,9,10,6,6,9,1,5
말했다.,15,21,17,14,19,13,13,17
맞대결,7,3,2,2,3,1,2,2
맞춤형,5,8,9,7,5,8,4,6
매각,2,1,1,0,1,2,1,1
매거진,2,3,4,2,0,2,1,1
매력을,3,3,4,5,4,3,4,6
매수,5,9,9,5,6,11,2,4
매수한,3,7,6,4,5,7,1,2
매직,6,4,2,2,1,1,2,1
매진,0,0,0,0,0,0,0,6
매출,5,21,18,8,16,12,8,8
매출원가율,2,5,5,2,7,3,3,2
매출원가율은,2,5,5,2,7,3,3,2
맥북,1,3,3,9,2,3,4,3
맥주,0,1,1,1,0,2,2,0
맺어,0,8,3,2,4,4,2,1
멀티-다이,2,9,8,7,5,6,12,4
멀티태스킹,7,2,1,1,2,0,1,1
멀티플랫폼,3,3,4,5,4,3,4,6
메모리,9,11,6,3,6,5,3,3
메쉬,2,4,5,3,2,6,5,3
메시지,5,2,2,4,2,2,2,3
메시지를,5,2,2,4,2,2,2,3
메시지의,5,2,2,4,2,2,2,3
메시징,5,2,2,4,2,2,2,3
메신저,5,2,2,4,2,2,2,3
메이트,7,3,2,2,3,1,2,2
메이트XTs,7,3,2,2,3,1,2,2
메인,0,1,1,2,1,1,0,0
메타,5,24,26,23,5,31,12,8
메타가,2,3,6,6,0,5,2,1
메타는,2,3,6,6,0,5,2,1
메타의,2,3,6,6,0,5,2,1
메트로신문,3,5,9,3,4,7,3,3
명단에,2,4,5,4,7,1,3,6
모니터,10,25,18,25,23,19,19,14
모니터가,1,4,4,9,4,4,4,3
모니터다.,1,3,3,9,2,3,4,3
모니터에,1,3,3,9,2,3,4,3
모델인,2,10,14,6,4,6,10,2
모두,11,10,6,7,6,9,9,7
모듈,3,10,10,6,5,13,5,4
모듈과,0,4,4,4,1,8,3,2
모듈은,0,4,4,4,1,8,3,2
모든,3,15,12,14,6,13,18,6
모바일,9,7,12,13,7,9,8,14
모바일용,2,4,3,2,9,2,4,3
모빌리티,1,5,5,2,0,3,0,2
모습을,4,3,4,2,2,6,3,2
모아,1,5,7,2,4,4,3,3
모으기,0,1,2,1,0,2,0,1
모인,20,13,8,7,6,9,12,4
목표주가를,3,7,6,4,5,7,1,2
몬길,8,4,7,10,7,5,6,12
몬스터,5,1,3,5,3,2,2,6
몰입형,1,3,5,3,0,4,2,2
무대,7,2,1,3,2,2,1,1
무대에서,10,6,4,3,2,3,4,1
무실점을,1,0,0,0,1,1,0,4
무한,7,3,2,2,3,1,2,2
문의,1,0,1,0,1,2,7,1
문자,5,2,2,4,2,2,2,3
문제는,2,1,1,0,1,2,1,1
문제에,6,8,7,6,7,6,6,6
문현빈을,1,0,0,0,1,1,0,4
물량을,3,5,3,2,9,3,3,3
물론,2,8,7,11,8,6,6,6
뮤지엄,1,3,5,3,0,4,2,2
미국,7,19,20,14,14,21,12,13
미국에서,5,5,2,1,2,1,1,2
미디어,5,2,2,4,2,2,2,3
미래,9,13,16,9,11,13,9,9
민간데이터,2,3,4,2,0,2,1,1
민간이,2,3,4,2,0,2,1,1
민관,2,3,4,2,0,2,1,1
민지혜,0,8,3,2,4,4,2,1
밀도,2,1,3,0,3,5,22,3
밀려,4,6,4,2,4,4,2,1
바이오,3,5,9,3,4,7,3,3
바탕으로,1,5,4,4,3,6,11,2
박람회를,0,1,2,1,1,0,0,2
박성제,2,4,5,4,7,1,3,6
박종훈,0,5,5,3,2,5,2,2
박준호,2,3,4,2,0,2,1,1
박진업,0,0,0,0,3,0,0,18
반도체,19,59,33,23,28,27,17,14
반도체다.,4,5,4,3,4,1,0,3
반드시,1,6,7,2,3,3,4,3
반면,10,3,4,7,3,3,4,4
반사형,0,9,9,7,2,16,6,2
받고도,1,2,2,1,1,3,0,4
발광재료,2,6,6,3,7,4,3,3
발령,6,8,7,6,7,6,6,6
발생한,1,2,2,1,1,3,0,4
발전설비,3,7,6,4,5,7,1,2
발표를,10,7,4,3,2,3,5,2
밝혔다.,13,42,38,30,20,52,36,18
배터리,37,37,31,17,17,28,22,16
백화점,6,8,7,6,7,6,6,6
버추얼,3,3,4,5,4,3,4,6
번인,1,4,4,9,4,4,4,3
벌인,0,8,3,2,4,4,2,1
베가라스,1,5,4,5,2,5,6,2
베갈라스,2,9,8,7,5,6,12,4
베트남,1,7,4,2,4,3,1,1
벤츠,2,10,14,6,4,6,10,2
벨라스케즈는,1,0,0,0,1,1,0,4
벨라스케즈를,1,0,0,0,1,1,0,4
벨라스케즈의,1,0,0,0,1,1,0,4
별개의,1,2,2,1,1,3,0,4
보고,2,3,6,6,0,5,2,1
보냈다.,1,0,0,0,1,1,0,4
보도자료,1,0,1,0,1,2,7,1
보상체계,4,6,4,2,4,4,2,1
보안,2,4,5,4,7,1,3,6
보여준다.,4,3,4,2,2,6,3,2
보였다.,0,1,2,1,0,2,0,1
보유하고,9,20,19,14,10,17,8,6
보유한,2,1,1,0,1,2,1,1
보인다.,3,5,3,2,9,3,3,3
보험금,1,2,2,1,1,3,0,4
복권,1,0,0,0,0,0,0,3
복귀,0,0,0,0,3,0,0,18
본격,1,5,7,3,2,3,5,1
본격적인,2,15,19,9,6,11,12,4
본격화되는,1,5,5,2,0,3,0,2
봉식이네,0,1,2,1,1,0,0,2
봤다.,1,0,0,0,1,1,0,4
부국제,0,0,0,2,0,2,0,0
부문,8,16,16,13,17,14,7,13
부문에,3,5,5,5,5,6,3,5
부문에서,2,3,6,6,0,5,2,1
부장,3,5,9,3,4,7,3,3
부품,3,6,4,1,0,4,2,4
부품을,2,10,14,6,4,6,10,2
분배하는,2,1,1,1,3,2,0,1
분야,4,20,17,14,13,12,17,11
분야는,3,5,9,3,4,7,3,3
분야에,0,8,3,2,4,4,2,1
분야에서,6,25,20,15,10,21,22,12
분야에서는,1,5,7,3,2,3,5,1
분야의,2,10,8,10,4,10,12,4
분위기다.,5,5,2,1,2,1,1,2
분할,7,3,2,2,3,1,2,2
붉은사막,0,0,0,2,0,1,0,3
브레이커스,3,3,4,5,4,3,4,6
블랙핑크,0,0,0,1,0,1,0,0
블루라이트,0,8,4,8,3,6,6,2
비롯해,3,3,4,5,4,3,4,6
비전옥스,0,27,13,7,10,12,8,2
비전옥스와,0,9,4,2,3,4,2,0
비전옥스의,0,8,3,2,4,4,2,1
비즈니스,2,4,5,3,2,6,5,3
비해,2,5,5,2,7,3,3,2
비핵심,4,10,13,5,10,10,5,6
빅데이터,2,3,4,2,0,2,1,1
빅테크,10,7,4,3,2,3,5,2
빛샘전자,2,7,5,6,2,4,2,3
빠르게,4,5,4,3,4,1,0,3
빠르면,5,5,2,1,2,1,1,2
빠른,1,4,4,9,4,4,4,3
사실상,2,10,14,6,4,6,10,2
사업,11,24,27,12,20,23,9,10
사업에,3,5,9,3,4,7,3,3
사업을,10,22,22,11,14,19,9,8
사업이다.,0,7,4,3,4,3,1,0
사업화,5,27,35,10,17,18,17,13
사용자,5,2,2,4,2,2,2,3
사용자가,5,1,2,3,1,1,2,1
사용자는,5,1,2,3,1,1,2,1
사용할,5,22,19,32,12,20,26,12
사위,0,0,0,0,3,0,0,18
사이니지,2,4,5,3,2,6,5,3
사이니지를,2,4,5,3,2,6,5,3
사장,8,13,12,8,14,9,9,8
사장은,3,11,10,5,13,7,5,6
사진,18,10,11,13,6,9,8,14
사진을,5,1,2,3,1,1,2,1
사피엔반도체,2,7,5,6,2,4,2,3
사피엔반도체가,2,7,5,6,2,4,2,3
사피엔반도체는,2,7,5,6,2,4,2,3
사회,3,5,9,3,4,7,3,3
사회공헌,3,5,5,5,5,6,3,5
산업,4,21,23,11,13,12,9,10
산업용,0,11,10,6,3,9,4,3
산업의,4,22,28,8,14,14,14,11
산정,7,7,5,3,7,5,2,2
산학연,5,27,35,10,17,18,17,13
삼성,52,33,27,25,27,26,21,15
삼성그룹,2,1,1,1,3,2,0,1
삼성그룹노조연대는,2,1,1,1,3,2,0,1
삼성노조연대는,6,7,5,3,7,6,2,2
삼성디스플레이,36,74,70,37,73,51,37,39
삼성디스플레이는,9,18,16,10,20,12,11,11
삼성디스플레이에,2,5,5,2,7,3,3,2
삼성디스플레이의,5,10,8,4,16,6,6,5
삼성생명,2,1,1,1,3,2,0,1
삼성생명은,2,0,0,0,0,1,1,1
삼성은,20,13,8,7,6,9,12,4
삼성의,22,14,10,8,9,11,12,5
삼성이,20,13,8,7,5,8,10,3
삼성전자,117,98,76,62,90,64,62,55
삼성전자가,50,32,20,17,13,17,24,10
삼성전자는,58,40,24,18,27,21,26,15
삼성전자서비스,2,4,5,4,7,1,3,6
삼성전자서비스는,2,4,5,4,7,1,3,6
삼성전자에,3,5,3,2,9,3,3,3
삼성전자의,18,11,7,6,7,7,8,4
상당한,2,1,1,0,1,2,1,1
상대적으로,4,5,4,3,4,1,0,3
상무,3,5,9,3,4,7,3,3
상반기,10,25,26,11,13,13,14,8
상생세일,0,8,4,8,3,6,6,2
상승하며,2,5,5,2,7,3,3,2
상위에,1,5,6,4,1,6,2,2
상장,1,5,5,2,0,3,0,2
상장사,4,5,4,3,4,1,0,3
상장에,1,5,5,2,0,3,0,2
상장을,1,10,10,5,2,8,2,4
상한선을,4,6,4,2,4,4,2,1
상한을,2,1,2,1,3,2,0,1
상향,4,5,4,3,4,1,0,3
새로운,47,50,39,36,20,39,55,17
색상,1,4,4,9,4,4,4,3
생산,37,62,39,24,34,31,26,19
생산라인,0,32,17,10,12,16,10,4
생산하고,5,5,2,1,2,1,1,2
생태계는,1,5,1,1,0,2,2,2
생태계를,2,3,4,2,0,2,1,1
샤오미,6,5,3,4,2,2,2,1
서두르는,5,5,2,1,2,1,1,2
서비스,12,10,9,7,10,5,9,8
서비스는,2,4,5,4,7,1,3,6
서비스로,1,3,5,3,0,4,2,2
서비스를,5,2,2,4,2,2,2,3
서울로보틱스는,1,5,5,2,0,3,0,2
서울특별시,3,5,9,3,4,7,3,3
선공개,7,3,2,2,3,1,2,2
선두,1,0,0,0,1,1,0,4
선발로,1,0,0,0,1,1,0,4
선생님,0,0,0,0,3,0,0,18
선수,2,4,5,3,5,6,5,21
선수가,1,0,0,0,1,1,0,4
선익시스템,5,18,16,8,9,14,5,5
선익시스템은,1,5,6,4,1,6,2,2
선익시스템이,1,5,6,4,1,6,2,2
선점하고,2,5,5,2,7,3,3,2
선정,3,5,5,5,5,6,3,5
설계,2,7,5,6,2,4,2,3
설명했다.,0,4,4,4,1,8,3,2
설비,3,11,9,5,12,6,4,6
설비투자,1,5,3,2,5,2,1,3
성과급,13,10,9,6,16,11,2,5
성과급으로,4,6,4,2,4,4,2,1
성과급을,3,1,1,1,3,1,0,1
성과급제도를,2,1,1,1,3,2,0,1
성과를,4,12,13,4,8,9,5,4
성과와,1,5,7,2,3,4,3,2
성능,1,3,3,9,2,3,4,3
성분이,1,0,0,0,1,2,8,1
성장,3,24,19,9,11,17,8,5
성장을,3,5,9,3,4,7,3,3
성장할,2,7,5,6,2,4,2,3
세계,63,48,38,27,20,31,32,23
세계관을,1,2,2,3,2,1,1,3
세계를,5,1,3,5,3,2,2,6
세계에서,5,1,3,5,3,2,2,6
세라젬,1,0,0,0,0,0,0,3
세븐나이츠,5,1,3,5,3,2,2,6
세액공제,1,5,3,2,5,2,1,3
센서,2,16,13,12,5,12,14,5
소니,2,4,5,3,2,6,5,3
소방,2,3,4,2,0,2,1,1
소방용품,2,3,4,2,0,2,1,1
소방전문,2,3,4,2,0,2,1,1
소방청은,2,3,4,2,0,2,1,1
소비,2,3,4,2,0,2,1,1
소식을,2,4,5,4,7,1,3,6
소재,16,18,17,8,7,16,11,9
소폭,2,5,5,2,7,3,3,2
소프트웨어,2,10,14,6,4,6,10,2
소프트웨어를,0,8,4,8,3,6,6,2
속도를,2,7,5,6,2,4,2,3
손끝으로,1,3,5,3,0,4,2,2
손아섭을,1,0,0,0,1,1,0,4
손흥민,0,0,0,0,3,0,0,18
솔루션,0,5,5,3,2,5,2,2
솔루션으로,2,4,5,3,2,6,5,3
솔루션은,0,4,4,4,1,8,3,2
솔루션을,1,18,16,14,6,28,15,6
솥바위,1,0,0,0,0,0,0,3
숏폼,0,0,0,2,0,2,0,0
수상,2,4,5,4,7,1,3,6
수요,3,6,4,1,0,4,2,4
수요가,5,5,2,1,2,1,1,2
수익,2,4,5,3,2,6,5,3
수익률,1,5,6,4,1,6,2,2
수익성,6,12,10,6,24,7,11,8
수익성이,2,5,5,2,7,3,3,2
수장들이,10,7,4,3,2,3,5,2
수주,1,7,4,2,4,3,1,1
수주를,0,9,4,2,3,4,2,0
수준의,20,13,8,6,4,6,9,3
수직,3,1,1,1,3,1,0,1
수진,0,0,0,3,0,3,0,0
수출,1,5,1,1,0,2,2,2
순으로,3,7,6,4,5,7,1,2
스마일게이트,3,3,4,5,4,3,4,6
스마트글라스,2,3,6,6,0,5,2,1
스마트글라스가,2,3,6,6,0,5,2,1
스마트글라스와,2,3,6,6,0,5,2,1
스마트워치,4,10,7,7,6,6,14,2
스마트워치를,4,10,7,7,6,6,14,2
스마트폰,76,35,24,22,16,18,28,13
스마트폰에,6,4,2,2,1,1,2,1
스위칭,0,7,4,3,4,3,1,0
스코어보드,2,4,5,3,2,6,5,3
스타트업,1,5,5,2,0,3,0,2
스탠드,1,4,4,9,4,4,4,3
스트라드비젼은,1,5,5,2,0,3,0,2
스퍼터,0,8,3,2,4,4,2,1
스페셜,3,3,4,5,4,3,4,6
스페인,7,5,8,8,5,8,7,9
스포츠,2,4,5,3,5,6,5,21
승부,7,3,2,2,3,1,2,2
시간,0,0,0,2,0,1,0,3
시간이,2,10,14,6,4,6,10,2
시기,2,1,1,0,1,2,1,1
시리즈,1,13,8,13,5,11,12,4
시리즈는,0,8,4,8,3,6,6,2
시리즈의,4,20,15,17,9,17,24,8
시스템,3,5,5,5,5,6,3,5
시장에,2,10,8,6,5,8,9,3
시장에서,21,38,37,18,22,23,24,11
시장에서는,2,6,6,3,7,4,3,3
시장은,2,5,3,3,3,3,7,1
시장이,10,6,4,3,3,4,6,2
시장조사업체,1,5,3,2,5,2,1,3
시장확대,2,5,5,2,7,3,3,2
시점,5,5,2,1,2,1,1,2
식별번호,5,2,2,4,2,2,2,3
신규,1,22,13,9,9,14,7,4
신기술,2,6,6,3,7,4,3,3
신길5동,5,1,3,5,3,2,2,6
신작,3,3,4,5,4,3,4,6
신제품,20,13,8,6,4,6,9,3
신혼,0,0,0,0,3,0,0,18
실리콘,0,9,4,2,3,4,2,0
실적,10,17,14,8,15,9,5,7
실적발표,4,5,4,3,4,1,0,3
실적을,8,12,11,7,14,7,3,7
실적이,4,5,4,3,4,1,0,3
실점하지,1,0,0,0,1,1,0,4
실제,7,20,28,11,15,16,16,7
실현한,1,5,6,4,1,6,2,2
심사,1,5,5,2,0,3,0,2
심화,4,6,4,2,4,4,2,1
싱글,4,19,16,17,9,16,24,8
싶은,0,0,0,0,0,1,0,1
쌍둥이,1,2,2,1,1,3,0,4
아나패스,1,7,4,2,4,3,1,1
아니다.,6,4,2,2,1,1,2,1
아니라,29,23,23,17,14,21,21,15
아레나,2,4,5,3,2,6,5,3
아마존,4,10,7,4,5,5,5,3
아시아타임즈,6,8,7,6,7,6,6,6
아시아태평양경제협력체,10,7,4,3,2,3,5,2
아이메시지는,5,2,2,4,2,2,2,3
아이브,0,0,0,2,0,2,0,0
아이오닉,3,5,5,5,5,6,3,5
아이폰,19,22,17,19,8,14,11,8
아이폰 17,0,7,4,3,4,3,1,0
아이폰보다,5,1,2,3,1,1,2,1
아이폰을,5,1,2,3,1,1,2,1
아재폰,5,1,2,3,1,1,2,1
아직,4,10,7,4,5,5,5,3
아카이브,3,5,5,5,5,6,3,5
안경,1,5,6,4,1,6,2,2
안은나,0,0,0,0,0,0,0,6
안전정책,2,3,4,2,0,2,1,1
않고,1,3,5,3,0,4,2,2
않았다.,1,0,0,0,1,1,0,4
알려졌다.,15,13,7,5,7,5,5,3
앞세워,16,3,3,3,3,1,2,3
앞으로도,3,5,5,5,5,6,3,5
애니메이션,1,2,2,3,2,1,1,3
애플,32,71,56,44,53,47,37,36
애플리케이션을,2,10,8,10,4,10,12,4
애플워치,2,4,5,4,7,2,3,7
애플은,6,7,3,5,2,4,4,5
애플을,2,3,6,6,0,5,2,1
애플의,2,3,6,6,0,5,2,1
애플이,9,12,9,8,7,7,7,6
액션,3,3,4,5,4,3,4,6
앱에,5,2,2,4,2,2,2,3
앱의,5,2,2,4,2,2,2,3
얇은,6,4,2,2,1,1,2,1
양산,2,3,2,2,2,1,1,0
양산을,2,10,14,6,4,6,10,2
어떤,2,7,7,18,6,7,8,6
어라이즈,5,1,3,5,3,2,2,6
어시스트,5,1,2,3,1,1,2,1
언급했다.,2,6,6,3,7,4,3,3
업계,8,16,10,6,18,9,6,7
업계가,5,5,2,1,2,1,1,2
업계는,1,5,3,2,5,2,1,3
업그레이드,4,3,4,2,2,6,3,2
업종,4,5,4,3,4,1,0,3
업종과,4,5,4,3,4,1,0,3
업종으로는,4,5,4,3,4,1,0,3
업종이,4,5,4,3,4,1,0,3
업체,2,5,3,3,3,3,7,1
업체가,1,5,3,2,5,2,1,3
업체들도,2,10,14,6,4,6,10,2
업체들의,2,6,6,3,7,4,3,3
업체들이,3,6,4,1,0,4,2,4
업체의,1,5,3,2,5,2,1,3
없어,1,2,2,1,1,3,0,4
에너지,2,4,5,3,2,6,5,3
에도,5,1,3,5,3,2,2,6
에디션,0,0,0,2,0,1,0,3
에서,5,9,10,11,15,8,6,32
에스컬레이드,2,10,14,6,4,6,10,2
엑시머,0,9,4,2,3,4,2,0
엔비디아,0,1,2,1,0,2,0,1
엔씨소프트,3,3,4,5,4,3,4,6
엔지니어,2,4,5,4,7,1,3,6
엔터테인먼트,2,4,5,3,2,6,5,3
엘디티,1,7,4,2,4,3,1,1
엘코스,0,4,4,4,1,8,3,2
여러,2,3,6,6,0,5,2,1
역대,6,4,2,2,1,1,2,1
역량을,3,5,9,3,4,7,3,3
역시,1,5,3,2,5,2,1,3
역임하며,1,5,6,2,1,3,1,1
연간,2,10,14,6,4,6,10,2
연결해,1,3,3,9,2,3,4,3
연구,3,5,9,3,4,7,3,3
연구개발,0,6,5,3,1,4,2,1
연구원은,11,18,13,8,26,9,12,11
연대는,2,1,2,1,3,2,0,1
연도별,2,5,5,2,7,3,3,2
연봉의,2,1,2,1,3,2,0,1
연속,3,5,5,5,5,6,3,5
연이은,6,8,7,6,7,6,6,6
열고,3,1,1,1,3,1,0,1
열려,0,0,0,0,3,0,0,18
열리는,1,5,5,2,0,3,0,2
열린,0,0,0,0,3,0,0,18
영국,2,4,5,3,2,6,5,3
영상,5,2,2,4,2,2,2,3
영상을,0,4,4,4,1,8,3,2
영업이익,8,12,12,7,14,7,3,7
영업이익과,2,5,5,2,7,3,3,2
영업이익은,2,3,2,2,8,2,4,3
영업이익을,4,6,6,3,10,5,3,3
영업이익의,7,7,5,3,7,5,2,2
영우디에스피,1,7,4,2,4,3,1,1
영우디에스피는,1,7,4,2,4,3,1,1
영우디에스피의,1,7,4,2,4,3,1,1
영위하고,7,17,13,8,10,12,6,5
영향을,1,7,4,2,4,3,1,1
예상된다,5,5,2,1,2,1,1,2
오너,2,1,1,0,1,2,1,1
오는,11,7,7,4,8,4,4,4
오리진,3,3,4,5,4,3,4,6
오버드라이브,5,1,3,5,3,2,2,6
오스람은,1,5,4,4,2,3,6,2
오전,3,7,6,4,5,7,1,2
오프,0,9,4,2,3,4,2,0
오히려,1,0,0,0,1,1,0,4
올라,4,5,4,3,4,1,0,3
올해,33,53,45,33,52,32,25,31
올해는,3,5,5,5,5,6,3,5
완공되는,5,5,2,1,2,1,1,2
완공을,5,5,2,1,2,1,1,2
완성도와,10,6,4,3,2,3,4,1
완성차,1,5,5,2,0,3,0,2
왔다.,1,5,7,3,2,3,5,1
왕야롱,0,5,5,3,2,5,2,2
외국인,4,5,4,3,4,1,0,3
외부,18,16,12,8,11,9,11,6
외에,4,3,4,2,2,6,3,2
요구했다.,2,1,1,1,3,2,0,1
용돈,0,0,0,0,0,1,0,1
용돈을,0,0,0,0,0,1,0,1
용돈이,0,0,0,0,0,1,0,1
우리기술투자,3,7,6,4,5,7,1,2
우리나라를,0,8,3,2,4,4,2,1
우수한,4,3,4,2,2,6,3,2
우위를,4,11,7,3,5,6,3,7
운영위원회를,1,6,7,2,4,4,3,2
울산,2,10,14,6,4,6,10,2
울트라신글라스,10,7,4,4,3,5,6,2
웃도는,4,10,9,5,16,6,7,6
원가,5,12,12,5,11,9,5,5
원가율,2,5,5,2,7,3,3,2
원격,2,4,5,3,2,6,5,3
원으로,4,4,3,3,11,4,4,4
월평균,0,1,2,1,0,2,0,1
웨어러블,2,5,4,4,3,3,7,1
웨어러블의,4,10,7,7,6,6,14,2
웸블리,2,4,5,3,2,6,5,3
웹진,2,3,4,2,0,2,1,1
위기,0,0,0,0,3,0,0,18
위상을,10,6,4,3,2,3,4,1
위성사업,2,4,5,4,7,1,3,6
위안,0,17,7,5,8,8,5,2
위지트,1,7,4,2,4,3,1,1
위한,11,31,32,18,21,21,21,13
위해,39,94,104,64,66,71,71,58
위해서는,4,21,28,8,13,13,15,12
윈윈공동체,0,1,2,1,1,0,0,2
유럽,7,5,8,8,5,8,7,9
유리기판,4,10,7,4,5,5,5,3
유리기판에,4,10,7,4,5,5,5,3
유명,3,3,4,5,4,3,4,6
유비리서치,2,5,3,3,3,3,7,1
유상증자를,2,0,0,0,0,1,1,1
유지할,20,13,8,6,4,6,9,3
유진은,0,0,0,0,0,1,0,1
유튜브,3,5,5,5,5,7,3,6
육아,0,0,0,0,3,0,0,18
윤수영,2,4,5,4,7,1,3,6
으로,1,2,2,1,1,3,0,4
은탑산업훈장,2,4,5,4,7,1,3,6
응답속도,1,4,4,9,4,4,4,3
응답속도를,1,3,3,9,2,3,4,3
의령,1,0,0,0,0,0,0,3
의원이,1,2,2,1,1,3,0,4
의혹이,2,1,1,0,1,2,1,1
이날,4,1,1,1,4,2,0,5
이는,3,21,22,18,12,13,15,5
이동되고,7,3,2,2,3,1,2,2
이라는,2,5,5,2,7,3,3,2
이러한,2,10,8,10,4,10,12,4
이뤄졌다.,1,5,7,2,4,4,3,3
이뤄질,2,10,14,6,4,6,10,2
이르기까지,3,15,12,14,6,13,18,6
이를,7,12,13,6,9,11,5,9
이미,0,6,5,3,1,4,2,1
이미터,2,10,8,9,4,8,12,4
이번,35,52,43,38,30,40,38,27
이벤트,3,3,4,5,4,3,4,6
이상,1,3,3,9,2,3,4,3
이상의,1,4,4,3,3,3,6,2
이어,8,6,6,7,12,5,5,9
이에,3,3,3,1,2,5,1,5
이온,4,10,7,4,5,5,5,3
이용자,0,1,2,1,0,2,0,1
이용자의,0,1,2,1,0,2,0,1
이용하는,3,7,6,4,5,7,1,2
이원화,5,5,2,1,2,1,1,2
이유다.,3,5,3,2,9,3,3,3
이유로,1,2,2,1,1,3,0,4
이익,4,5,4,3,4,1,0,3
이재용,2,1,2,1,3,2,0,1
이제,2,10,8,10,4,10,12,4
이차전지,4,10,7,4,5,5,5,3
이통3사는,5,2,2,4,2,2,2,3
이후,12,22,21,10,20,14,7,15
이희영,0,1,1,1,0,2,2,0
인공지능,3,5,9,3,4,7,3,3
인기,3,3,4,5,4,3,4,6
인도,1,5,1,1,0,2,2,2
인도의,1,5,1,1,0,2,2,2
인력,4,6,4,2,4,4,2,1
인물,5,1,2,3,1,1,2,1
인사,10,7,4,3,2,3,5,2
인식,1,5,5,2,0,3,0,2
인재,4,6,4,2,4,4,2,1
인텔,8,20,13,10,11,13,10,5
인플루언서,3,3,4,5,4,3,4,6
일곱,8,4,7,10,7,5,6,12
일등공신,4,5,4,3,4,1,0,3
일반,0,8,4,8,3,6,6,2
일본,10,8,11,16,10,10,7,22
읽음,5,2,2,4,2,2,2,3
잃어버린,2,5,5,2,7,3,3,2
입력,5,2,2,4,2,2,2,3
있게,2,4,5,3,2,6,5,3
있기,3,15,12,14,6,13,18,6
있나,0,0,0,0,3,0,0,18
있는,59,118,125,79,78,81,71,63
있다,9,14,15,13,17,18,9,14
있다.,123,230,203,165,157,184,150,138
있다고,2,3,6,6,0,5,2,1
있다는,31,25,24,19,12,23,18,12
있다면,1,3,3,9,2,3,4,3
있도록,22,19,13,8,10,10,18,7
있습니다.,44,32,20,15,14,19,23,8
있어,7,16,11,5,5,9,7,7
있으며,4,10,7,4,5,5,5,3
있으면,1,3,3,9,2,3,4,3
있지만,9,19,19,10,10,9,13,6
잉크젯,1,5,7,2,4,4,3,3
잉킹,3,6,6,2,4,5,2,2
자격을,2,4,5,4,7,1,3,6
자동차,8,30,22,21,14,22,29,11
자동화,0,5,5,3,2,5,2,2
자리에서,10,7,4,3,2,3,5,2
자율주행,1,5,5,2,0,3,0,2
자체,3,9,9,8,5,7,6,7
자회사,6,7,6,3,7,6,2,2
자회사인,3,2,2,1,1,4,1,5
작가,0,0,0,0,3,0,0,18
작년,5,10,9,5,4,4,0,5
작업을,0,4,4,4,1,8,3,2
작용했다.,2,5,5,2,7,3,3,2
작은,4,3,4,2,2,6,3,2
작품을,5,1,3,5,3,2,2,6
잔금,2,1,1,0,1,2,1,1
잠실,0,0,0,0,3,0,0,18
잠실구장에서,0,0,0,0,3,0,0,18
잡아냈다.,1,0,0,0,1,1,0,4
잡았다.,1,0,0,0,1,1,0,4
잡을,2,7,5,6,2,4,2,3
장기간,1,5,3,2,5,2,1,3
장비,8,58,33,17,27,29,18,9
장비다.,0,9,4,2,3,4,2,0
장비를,8,50,44,16,25,27,24,15
장비수주전에는,0,8,3,2,4,4,2,1
장비제조사가,0,8,3,2,4,4,2,1
장시간이,1,2,2,1,1,3,0,4
재계,4,6,4,2,4,4,2,1
저가,1,5,3,2,5,2,1,3
적립한,0,1,2,1,0,2,0,1
적용,2,3,4,2,0,2,1,1
적용돼,5,2,2,4,2,2,2,3
적자를,2,3,6,6,0,5,2,1
전국,2,3,4,2,0,2,1,1
전국삼성전자노동조합,2,1,2,1,3,2,0,1
전기,3,5,5,5,5,6,3,5
전기차,15,37,36,18,18,26,22,16
전년,9,8,7,7,18,5,10,7
전략,8,11,6,2,2,5,3,6
전략을,3,6,4,1,0,4,2,4
전략이다.,1,5,5,2,0,3,0,2
전략적,30,24,17,13,10,17,18,7
전력,7,38,28,29,18,27,33,13
전력기기,4,5,4,3,4,1,0,3
전력반도체,3,6,4,1,0,4,2,4
전망,2,3,2,2,8,2,4,3
전망이다.,2,5,4,4,3,3,7,1
전망치가,4,5,4,3,4,1,0,3
전세계,0,4,4,4,1,8,3,2
전송,5,2,2,4,2,2,2,3
전시,19,7,5,4,3,3,5,2
전시회,1,5,4,2,6,3,2,3
전용,1,4,4,9,4,4,4,3
전자칠판,0,8,4,8,3,6,6,2
전작,7,3,2,2,3,1,2,2
