term,cur,prev,diff,ma7,z_like,total
레노버,13,2,11,4.143,2.918,51
갤럭시,35,6,29,19.429,2.879,276
lcd,4,0,4,0.857,1.632,17
비디오월,2,0,2,0.286,1.117,2
tv,6,3,3,3.714,0.781,127
아이폰,3,1,2,1.429,0.716,80
tsmc,2,2,0,0.714,0.697,19
화웨이,2,2,0,0.714,0.697,8
sk하이닉스,5,2,3,3.143,0.67,127
고효율,1,0,1,0.143,0.622,3
생산량,1,0,1,0.143,0.622,4
스마트워치,1,0,1,0.143,0.622,2
애플,12,18,-6,9.857,0.518,297
공급망,2,0,2,1.0,0.5,41
bmw,1,0,1,0.286,0.465,10
etri,1,0,1,0.286,0.465,16
벤츠,1,1,0,0.286,0.465,6
하이센스,1,1,0,0.286,0.465,9
모니터,4,4,0,2.857,0.425,92
hp,3,1,2,2.0,0.414,45
고성능,1,0,1,0.429,0.345,9
태블릿,1,0,1,0.429,0.345,10
boe,1,2,-1,0.571,0.244,20
아마존,1,2,-1,0.571,0.244,9
스마트폰,3,2,1,2.571,0.165,105
구글,3,1,2,2.714,0.108,54
맥북,1,0,1,0.857,0.074,18
nvidia,1,1,0,0.857,0.074,7
노트북,2,2,0,1.857,0.06,99
모바일,1,0,1,1.0,0.0,49
xr,2,2,0,2.0,0.0,93
메타,2,4,-2,2.0,0.0,33
폴더블,12,6,6,12.429,-0.095,240
lg전자,4,10,-6,5.0,-0.309,238
퀄컴,1,1,0,1.714,-0.309,28
엔비디아,3,19,-16,4.0,-0.333,100
삼성디스플레이,2,0,2,3.429,-0.501,86
amd,1,1,0,2.429,-0.558,29
삼성전자,8,5,3,10.714,-0.635,362
디스플레이,8,5,3,15.143,-1.46,324
oled,7,9,-2,18.0,-2.098,356
lg디스플레이,1,4,-3,10.0,-2.162,127
