org,topic,base_score,topic_share,company_focus,hybrid_score
AGC,2,35.0183,0.0010,0.7240,35.0183
AGC,0,22.8739,0.0005,0.4729,22.8739
AGC,1,17.8524,0.0004,0.3691,17.8524
AGC,7,11.0904,0.0009,0.2293,11.0904
AGC,3,10.9861,0.0003,0.2271,10.9861
AGC,10,4.3665,0.0008,0.0903,4.3665
AGC,5,2.8539,0.0004,0.0590,2.8539
AGC,9,0.6931,0.0001,0.0143,0.6931
AMD,0,740.9743,0.0163,0.5303,740.9743
AMD,1,688.0058,0.0163,0.4924,688.0058
AMD,3,682.5127,0.0192,0.4884,682.5127
AMD,2,546.5595,0.0150,0.3911,546.5595
AMD,9,216.9551,0.0191,0.1553,216.9551
AMD,7,209.3304,0.0164,0.1498,209.3304
AMD,4,208.5379,0.0269,0.1492,208.5379
AMD,5,154.8266,0.0204,0.1108,154.8266
AMD,10,69.8643,0.0133,0.0500,69.8643
AMD,6,38.7186,0.0284,0.0277,38.7186
AMD,8,29.1145,0.0081,0.0208,29.1145
ASUS,1,262.9802,0.0062,0.6062,262.9802
ASUS,0,205.8647,0.0045,0.4745,205.8647
ASUS,4,174.2481,0.0225,0.4017,174.2481
ASUS,2,123.5938,0.0034,0.2849,123.5938
ASUS,3,120.1607,0.0034,0.2770,120.1607
ASUS,7,99.8132,0.0078,0.2301,99.8132
ASUS,9,58.9175,0.0052,0.1358,58.9175
ASUS,5,42.8092,0.0056,0.0987,42.8092
ASUS,10,32.7489,0.0062,0.0755,32.7489
ASUS,6,11.6156,0.0085,0.0268,11.6156
ASUS,8,10.7264,0.0030,0.0247,10.7264
AUO,0,41.5888,0.0009,0.5852,41.5888
AUO,1,36.3915,0.0009,0.5121,36.3915
AUO,2,32.2717,0.0009,0.4541,32.2717
AUO,3,25.4054,0.0007,0.3575,25.4054
AUO,7,13.8629,0.0011,0.1951,13.8629
AUO,5,8.5618,0.0011,0.1205,8.5618
AUO,9,6.2383,0.0005,0.0878,6.2383
AUO,8,1.5323,0.0004,0.0216,1.5323
AUO,10,1.4555,0.0003,0.0205,1.4555
AUO,6,0.7744,0.0006,0.0109,0.7744
AUO,4,0.6998,0.0001,0.0098,0.6998
Acer,1,39.8247,0.0009,0.5915,39.8247
Acer,0,33.2711,0.0007,0.4941,33.2711
Acer,4,32.1904,0.0041,0.4781,32.1904
Acer,7,19.4081,0.0015,0.2883,19.4081
Acer,2,13.7326,0.0004,0.2040,13.7326
Acer,3,13.0460,0.0004,0.1938,13.0460
Acer,10,5.8220,0.0011,0.0865,5.8220
Acer,9,4.1589,0.0004,0.0618,4.1589
Acer,5,3.5674,0.0005,0.0530,3.5674
Acer,6,1.5487,0.0011,0.0230,1.5487
Acer,8,1.5323,0.0004,0.0228,1.5323
Amkor,2,17.1658,0.0005,0.5494,17.1658
Amkor,0,15.2492,0.0003,0.4881,15.2492
Amkor,3,15.1059,0.0004,0.4835,15.1059
Amkor,1,13.0460,0.0003,0.4176,13.0460
Amkor,7,6.2383,0.0005,0.1997,6.2383
Amkor,5,2.8539,0.0004,0.0913,2.8539
Amkor,9,1.3863,0.0001,0.0444,1.3863
Amkor,6,0.7744,0.0006,0.0248,0.7744
Amkor,10,0.7278,0.0001,0.0233,0.7278
Amkor,4,0.6998,0.0001,0.0224,0.6998
Apple,0,223.8865,0.0049,0.5553,223.8865
Apple,1,221.7823,0.0053,0.5500,221.7823
Apple,3,174.4047,0.0049,0.4325,174.4047
Apple,2,140.0730,0.0038,0.3474,140.0730
Apple,7,88.7228,0.0069,0.2200,88.7228
Apple,9,63.0764,0.0056,0.1564,63.0764
Apple,5,28.5395,0.0038,0.0708,28.5395
Apple,4,18.8944,0.0024,0.0469,18.8944
Apple,10,11.6440,0.0022,0.0289,11.6440
