date,topic_id,avg_sentiment,article_count
2025-10-17,0,0.5164,27
2025-10-17,1,0.517,28
2025-10-17,2,0.518,28
2025-10-17,3,0.5175,25
2025-10-17,4,0.5167,26
2025-10-17,5,0.5179,30
2025-10-17,6,0.5164,28
2025-10-17,7,0.5175,27
2025-10-17,8,0.5163,29
2025-10-17,9,0.5169,32
2025-10-17,10,0.5187,26
2025-10-17,11,0.517,28
2025-10-17,12,0.5179,30
2025-10-17,13,0.5181,29
