term,cur,prev,diff,ma7,z_like,total
애플,22,3,19,10.143,2.833,285
kaist,7,0,7,2.286,1.877,23
맥북,4,0,4,0.857,1.632,14
byd,2,0,2,0.571,0.814,12
폭스바겐,1,0,1,0.143,0.622,1
아이폰,4,1,3,2.429,0.614,70
하이센스,2,0,2,0.857,0.593,10
기아,1,1,0,0.571,0.244,36
sk하이닉스,5,1,4,4.429,0.184,108
bmw,1,0,1,0.714,0.155,16
lcd,1,0,1,0.714,0.155,21
샤오미,1,0,1,0.714,0.155,13
스마트폰,3,1,2,2.857,0.053,103
ar,2,0,2,2.143,-0.058,51
노트북,3,3,0,3.571,-0.198,103
양산,1,1,0,1.857,-0.363,33
엔비디아,1,1,0,2.0,-0.414,82
lg전자,8,6,2,9.714,-0.416,264
공급망,1,1,0,2.143,-0.464,53
삼성전자,5,1,4,6.714,-0.477,292
tv,4,3,1,6.0,-0.58,136
hp,1,0,1,2.571,-0.604,52
디스플레이,1,0,1,2.571,-0.604,238
oled,3,1,2,5.714,-0.801,338
폴더블,1,0,1,5.143,-1.268,189
