cluster_id,keywords
0,"미국, 인텔, 아트, 구글, 설계, 분석, 적용, 인프라, 프레임, 환경, 스위스, 시스템, 이용, 플랫폼, 기술력"
1,"애플, 아이폰"
2,삼성
3,"이탈리아, OLEDos, 대만, 솔루션, 마이크, 상품, 월드컵, 결과, 디스플레이, 비즈니스, 하이센스, 서비스, 공간, 연결, 실시간, 패널, 문제, 주식, 서피스, 관심, 외국, 무역수지, 영업, 유지, 선풍기, 폴더블, 학습, 경영, 대상, 추가, 공식, 집중, 여름, 컬렉션, 쿠팡, 신제품, 카메라, 변화, 들어, 엔비디아, 갤럭시, 핵심, 과거, 프리미엄, 가능, 출시, 브랜드, 레노버, 계획, 구축, 개선, 구성"
4,중국
5,"스마트폰, 휴대폰"
6,"노트북, 반도체"
7,"증가, 소비, 투자, 성장, 점유율, 공장, 개발, 생산, 수출"
