term,cur,prev,diff,ma7,z_like,total,date
etri,16,0,16,2.286,5.46,16,2026-06-12
xr,18,4,14,4.286,4.467,111,2026-06-12
삼성전자,27,13,14,11.0,3.707,519,2026-06-12
노트북,10,3,7,2.857,2.655,114,2026-06-12
갤럭시,6,2,4,1.286,2.209,55,2026-06-12
오포,3,0,3,0.429,1.554,4,2026-06-12
capex,2,0,2,0.286,1.117,2,2026-06-12
hp,2,0,2,0.286,1.117,43,2026-06-12
lg디스플레이,6,6,0,3.286,0.965,79,2026-06-12
tv,9,5,4,6.286,0.774,260,2026-06-12
모니터,3,2,1,1.429,0.716,162,2026-06-12
fmm,1,0,1,0.143,0.622,2,2026-06-12
샤오미,1,0,1,0.143,0.622,18,2026-06-12
설비투자,1,0,1,0.143,0.622,5,2026-06-12
레노버,6,0,6,4.429,0.506,87,2026-06-12
tsmc,2,2,0,1.0,0.5,13,2026-06-12
삼성디스플레이,1,0,1,0.286,0.465,49,2026-06-12
샤프,1,1,0,0.286,0.465,2,2026-06-12
디스플레이,6,2,4,4.857,0.357,197,2026-06-12
lcd,1,0,1,0.429,0.345,11,2026-06-12
amd,1,1,0,0.429,0.345,30,2026-06-12
kaist,1,1,0,0.571,0.244,20,2026-06-12
인텔,1,1,0,0.571,0.244,51,2026-06-12
게이밍모니터,1,0,1,0.714,0.155,12,2026-06-12
byd,1,1,0,0.714,0.155,10,2026-06-12
구글,3,3,0,2.714,0.108,124,2026-06-12
ar,1,2,-1,0.857,0.074,23,2026-06-12
공급망,1,3,-2,1.0,0.0,48,2026-06-12
맥북,1,0,1,1.143,-0.069,25,2026-06-12
sk하이닉스,1,3,-2,1.571,-0.254,54,2026-06-12
스마트폰,1,3,-2,1.857,-0.363,90,2026-06-12
아이폰,1,1,0,2.0,-0.414,43,2026-06-12
폴더블,1,1,0,2.286,-0.512,59,2026-06-12
oled,4,7,-3,6.0,-0.58,293,2026-06-12
lg전자,4,19,-15,6.0,-0.58,278,2026-06-12
애플,5,3,2,7.286,-0.618,158,2026-06-12
엔비디아,4,4,0,7.429,-0.92,245,2026-06-12
tcl,4,0,4,0.714,1.781,31,2026-06-13
기아,3,0,3,0.429,1.554,21,2026-06-13
맥북,3,1,2,1.0,1.0,28,2026-06-13
도우인시스,2,0,2,0.571,0.814,7,2026-06-13
hp,2,2,0,0.571,0.814,45,2026-06-13
bmw,2,0,2,0.714,0.697,13,2026-06-13
4k,1,0,1,0.143,0.622,34,2026-06-13
원익ips,1,0,1,0.143,0.622,10,2026-06-13
한미반도체,1,0,1,0.143,0.622,5,2026-06-13
인텔,2,1,1,0.857,0.593,50,2026-06-13
카카오,1,0,1,0.286,0.465,14,2026-06-13
현대모비스,1,0,1,0.286,0.465,10,2026-06-13
공급망,2,1,1,1.143,0.414,48,2026-06-13
sk하이닉스,3,1,2,2.0,0.414,55,2026-06-13
vr,1,0,1,0.429,0.345,14,2026-06-13
모니터,2,3,-1,1.429,0.26,160,2026-06-13
메타,1,0,1,0.571,0.244,34,2026-06-13
amd,1,1,0,0.571,0.244,31,2026-06-13
lcd,1,1,0,0.571,0.244,10,2026-06-13
lg디스플레이,4,6,-2,3.429,0.2,80,2026-06-13
모바일,1,0,1,0.857,0.074,26,2026-06-13
스마트폰,2,1,1,1.857,0.06,88,2026-06-13
구글,3,3,0,3.0,0.0,113,2026-06-13
아이폰,2,1,1,2.143,-0.058,45,2026-06-13
삼성전자,11,27,-16,11.429,-0.098,521,2026-06-13
폴더블,2,1,1,2.286,-0.114,61,2026-06-13
갤럭시,1,6,-5,1.286,-0.134,51,2026-06-13
lg전자,6,4,2,6.571,-0.16,283,2026-06-13
oled,4,4,0,4.714,-0.225,292,2026-06-13
tv,4,9,-5,5.143,-0.35,260,2026-06-13
노트북,2,10,-8,3.143,-0.412,109,2026-06-13
레노버,2,6,-4,4.286,-0.744,88,2026-06-13
디스플레이,2,6,-4,4.429,-0.782,195,2026-06-13
xr,2,18,-16,4.429,-0.782,109,2026-06-13
엔비디아,3,4,-1,6.286,-0.937,243,2026-06-13
애플,3,5,-2,6.714,-1.034,158,2026-06-13
tsmc,3,0,3,1.429,0.716,16,2026-06-14
z폴드,1,0,1,0.143,0.622,1,2026-06-14
화웨이,1,0,1,0.143,0.622,14,2026-06-14
한미반도체,1,1,0,0.286,0.465,6,2026-06-14
인텔,2,2,0,1.143,0.414,51,2026-06-14
스마트폰,3,2,1,2.143,0.348,86,2026-06-14
고성능,1,0,1,0.429,0.345,20,2026-06-14
벤큐,1,0,1,0.429,0.345,4,2026-06-14
카카오,1,1,0,0.429,0.345,15,2026-06-14
vr,1,1,0,0.571,0.244,15,2026-06-14
노트북,4,2,2,3.429,0.2,111,2026-06-14
hp,1,2,-1,0.714,0.155,45,2026-06-14
도우인시스,1,2,-1,0.714,0.155,8,2026-06-14
bmw,1,2,-1,0.857,0.074,14,2026-06-14
sk하이닉스,2,3,-1,2.143,-0.058,55,2026-06-14
lg전자,6,6,0,6.857,-0.237,271,2026-06-14
폴더블,1,2,-1,2.429,-0.558,60,2026-06-14
구글,1,3,-2,2.571,-0.604,112,2026-06-14
애플,5,3,2,7.286,-0.618,156,2026-06-14
레노버,2,2,0,4.286,-0.744,89,2026-06-14
xr,2,2,0,4.571,-0.819,107,2026-06-14
lg디스플레이,1,4,-3,3.429,-0.852,78,2026-06-14
디스플레이,1,2,-1,4.429,-1.104,184,2026-06-14
엔비디아,2,3,-1,5.857,-1.128,233,2026-06-14
tv,1,4,-3,4.714,-1.171,259,2026-06-14
삼성전자,5,11,-6,11.857,-1.543,518,2026-06-14
tv,11,1,10,4.857,1.917,248,2026-06-15
디스플레이,8,1,7,4.571,1.093,163,2026-06-15
oled,7,0,7,4.286,0.884,285,2026-06-15
벤츠,1,0,1,0.143,0.622,7,2026-06-15
수율,1,0,1,0.143,0.622,12,2026-06-15
저전력,1,0,1,0.143,0.622,3,2026-06-15
lcd,2,0,2,0.857,0.593,10,2026-06-15
스마트폰,4,3,1,2.571,0.549,87,2026-06-15
벤큐,1,1,0,0.286,0.465,5,2026-06-15
노트북,5,4,1,3.857,0.386,114,2026-06-15
기아,1,0,1,0.571,0.244,21,2026-06-15
카카오,1,1,0,0.571,0.244,15,2026-06-15
lg전자,8,6,2,7.286,0.193,265,2026-06-15
boe,1,0,1,0.714,0.155,26,2026-06-15
메타,1,0,1,0.714,0.155,34,2026-06-15
byd,1,0,1,0.857,0.074,10,2026-06-15
공급망,1,0,1,1.143,-0.069,48,2026-06-15
tsmc,1,3,-2,1.286,-0.134,17,2026-06-15
삼성전자,11,5,6,11.857,-0.193,496,2026-06-15
태블릿,1,0,1,1.429,-0.195,15,2026-06-15
xr,4,2,2,5.0,-0.309,109,2026-06-15
아이폰,1,0,1,2.286,-0.512,44,2026-06-15
구글,1,1,0,2.429,-0.558,110,2026-06-15
폴더블,1,1,0,2.571,-0.604,60,2026-06-15
lg디스플레이,1,1,0,3.571,-0.89,76,2026-06-15
엔비디아,1,2,-1,4.286,-1.07,221,2026-06-15
애플,2,5,-3,7.0,-1.371,154,2026-06-15
삼성전자,35,11,24,16.0,3.8,518,2026-06-16
tv,19,11,8,7.286,3.167,264,2026-06-16
lg디스플레이,13,1,12,5.0,2.472,88,2026-06-16
하이센스,5,0,5,0.714,2.323,8,2026-06-16
폴더블,7,1,6,2.714,1.619,67,2026-06-16
애플,9,2,7,5.286,1.126,159,2026-06-16
엔비디아,6,1,5,3.714,0.781,223,2026-06-16
sharp,2,0,2,0.714,0.697,13,2026-06-16
boe,2,1,1,0.714,0.697,28,2026-06-16
공급망,3,1,2,1.571,0.634,51,2026-06-16
csot,1,0,1,0.143,0.622,2,2026-06-16
postech,1,0,1,0.143,0.622,2,2026-06-16
마이크로소프트,1,0,1,0.143,0.622,6,2026-06-16
비전프로,1,0,1,0.143,0.622,1,2026-06-16
퀄컴,1,0,1,0.143,0.622,40,2026-06-16
기아,2,1,1,0.857,0.593,23,2026-06-16
아이폰,3,1,2,1.857,0.484,47,2026-06-16
샤오미,1,0,1,0.286,0.465,17,2026-06-16
ar,2,0,2,1.143,0.414,23,2026-06-16
오포,1,0,1,0.571,0.244,5,2026-06-16
스마트폰,3,4,-1,2.857,0.053,87,2026-06-16
모바일,1,0,1,1.0,0.0,25,2026-06-16
구글,2,1,1,2.286,-0.114,112,2026-06-16
모니터,1,0,1,1.286,-0.134,156,2026-06-16
갤럭시,1,0,1,1.429,-0.195,48,2026-06-16
tsmc,1,1,0,1.429,-0.195,18,2026-06-16
sk하이닉스,1,0,1,1.571,-0.254,51,2026-06-16
oled,3,7,-4,3.857,-0.289,288,2026-06-16
노트북,3,5,-2,4.0,-0.333,115,2026-06-16
레노버,1,0,1,1.857,-0.363,88,2026-06-16
디스플레이,3,8,-5,4.143,-0.377,164,2026-06-16
xr,3,4,-1,5.0,-0.618,110,2026-06-16
lg전자,5,8,-3,7.857,-0.751,262,2026-06-16
삼성전자,61,35,26,23.286,6.474,567,2026-06-17
tv,27,19,8,10.857,3.759,286,2026-06-17
하이센스,8,5,3,1.857,2.6,16,2026-06-17
ar,5,2,3,1.429,1.627,27,2026-06-17
아마존,2,0,2,0.286,1.117,3,2026-06-17
oled,8,3,5,4.714,1.036,294,2026-06-17
엔비디아,6,6,0,3.714,0.781,227,2026-06-17
디스플레이,6,3,3,4.0,0.667,169,2026-06-17
microsoft,1,0,1,0.143,0.622,2,2026-06-17
에어팟,1,0,1,0.143,0.622,1,2026-06-17
폭스바겐,1,0,1,0.143,0.622,5,2026-06-17
한화솔루션,1,0,1,0.143,0.622,1,2026-06-17
boe,2,2,0,0.857,0.593,30,2026-06-17
hp,2,0,2,1.0,0.5,45,2026-06-17
갤럭시,3,1,2,1.857,0.484,51,2026-06-17
lg디스플레이,7,13,-6,5.429,0.472,95,2026-06-17
비보,1,0,1,0.286,0.465,4,2026-06-17
저전력,1,0,1,0.286,0.465,4,2026-06-17
현대모비스,1,0,1,0.286,0.465,9,2026-06-17
화웨이,1,0,1,0.286,0.465,15,2026-06-17
샤오미,1,1,0,0.429,0.345,18,2026-06-17
모바일,2,1,1,1.286,0.335,26,2026-06-17
모니터,2,1,1,1.429,0.26,157,2026-06-17
lg전자,9,5,4,8.143,0.222,264,2026-06-17
lcd,1,0,1,0.714,0.155,10,2026-06-17
인텔,1,0,1,1.0,0.0,51,2026-06-17
폴더블,2,7,-5,2.143,-0.058,67,2026-06-17
xr,5,3,2,5.429,-0.129,112,2026-06-17
아이폰,1,3,-2,1.286,-0.134,48,2026-06-17
노트북,4,3,1,4.429,-0.138,116,2026-06-17
공급망,1,3,-2,1.571,-0.254,50,2026-06-17
레노버,1,1,0,1.714,-0.309,89,2026-06-17
구글,1,2,-1,2.0,-0.414,110,2026-06-17
스마트폰,1,3,-2,2.429,-0.558,85,2026-06-17
애플,2,9,-7,4.143,-0.706,158,2026-06-17
xr,38,5,33,10.286,6.587,145,2026-06-18
하이센스,26,8,18,5.571,6.079,42,2026-06-18
삼성디스플레이,17,0,17,2.571,5.542,64,2026-06-18
서피스,9,0,9,1.286,3.615,16,2026-06-18
에어팟,8,1,7,1.286,3.146,9,2026-06-18
마이크로소프트,7,0,7,1.143,2.831,13,2026-06-18
디스플레이,15,6,9,5.857,2.673,177,2026-06-18
애플,14,2,12,5.714,2.444,166,2026-06-18
폴더블,10,2,8,3.429,2.304,71,2026-06-18
아이폰,8,1,7,2.286,2.275,53,2026-06-18
퀄컴,5,0,5,0.857,2.151,44,2026-06-18
boe,6,2,4,1.571,1.965,36,2026-06-18
양산,3,0,3,0.429,1.554,49,2026-06-18
kaist,3,0,3,0.571,1.383,23,2026-06-18
tcl,3,0,3,1.0,1.0,26,2026-06-18
sk하이닉스,3,0,3,1.429,0.716,50,2026-06-18
ar,3,5,-2,1.571,0.634,30,2026-06-18
amoled,1,0,1,0.143,0.622,1,2026-06-18
고해상도,1,0,1,0.143,0.622,5,2026-06-18
니트,1,0,1,0.143,0.622,1,2026-06-18
리벨리온,1,0,1,0.143,0.622,1,2026-06-18
불량률,1,0,1,0.143,0.622,1,2026-06-18
소니,1,0,1,0.143,0.622,10,2026-06-18
요가,1,0,1,0.143,0.622,14,2026-06-18
스마트폰,4,1,3,2.571,0.549,83,2026-06-18
수율,1,0,1,0.286,0.465,13,2026-06-18
oled,6,8,-2,4.571,0.455,292,2026-06-18
tv,14,27,-13,12.143,0.414,268,2026-06-18
엔비디아,5,6,-1,3.857,0.386,227,2026-06-18
노트북,6,4,2,4.857,0.357,115,2026-06-18
레노버,3,1,2,2.143,0.348,85,2026-06-18
byd,1,0,1,0.429,0.345,11,2026-06-18
sharp,1,0,1,0.429,0.345,13,2026-06-18
메타,1,0,1,0.429,0.345,34,2026-06-18
공급망,2,1,1,1.429,0.26,49,2026-06-18
bmw,1,0,1,0.571,0.244,12,2026-06-18
구글,2,1,1,1.857,0.06,111,2026-06-18
갤럭시,2,3,-1,1.857,0.06,49,2026-06-18
인텔,1,1,0,1.0,0.0,50,2026-06-18
hp,1,2,-1,1.143,-0.069,46,2026-06-18
lg전자,4,9,-5,6.0,-0.58,264,2026-06-18
lg디스플레이,3,7,-4,5.0,-0.618,95,2026-06-18
삼성전자,10,61,-51,22.857,-2.224,552,2026-06-18
