date,topic_id,avg_sentiment,article_count
2025-10-18,0,0.4615,28
2025-10-18,1,0.4617,29
2025-10-18,2,0.4614,29
2025-10-18,3,0.4609,29
2025-10-18,4,0.4607,28
2025-10-18,5,0.4614,31
2025-10-18,6,0.4623,32
2025-10-18,7,0.4613,29
