term,cur,prev,diff,ma7,z_like,total
폴더블,22,2,20,7.857,3.719,256
애플,27,6,21,11.286,3.605,361
화웨이,11,2,9,2.143,3.595,30
hp,7,0,7,1.0,3.0,29
스마트폰,10,3,7,2.571,2.853,94
인텔,6,0,6,1.0,2.5,37
oled,16,2,14,7.0,2.469,320
공급망,9,3,6,2.714,2.374,44
샤오미,7,1,6,2.571,1.701,41
레노버,12,1,11,7.857,1.089,106
하이센스,3,2,1,1.286,0.803,12
lg디스플레이,4,3,1,2.143,0.754,68
모니터,6,3,3,3.857,0.723,165
맥북,3,1,2,1.429,0.716,22
xr,4,1,3,2.286,0.682,71
meta,1,0,1,0.143,0.622,2
sharp,1,0,1,0.143,0.622,8
패드,1,0,1,0.143,0.622,1
byd,1,0,1,0.286,0.465,14
아이폰,6,3,3,4.857,0.357,139
소니,1,0,1,0.429,0.345,11
태블릿,1,0,1,0.429,0.345,10
생산능력,1,1,0,0.429,0.345,7
kaist,2,2,0,1.286,0.335,28
woled,1,4,-3,0.714,0.155,5
lcd,1,2,-1,1.0,0.0,35
디스플레이,8,1,7,8.143,-0.037,199
노트북,5,5,0,5.143,-0.044,124
고효율,1,0,1,1.143,-0.069,11
아마존,1,1,0,1.143,-0.069,18
amd,1,1,0,2.143,-0.464,17
sk하이닉스,1,1,0,2.143,-0.464,58
모바일,1,0,1,2.286,-0.512,52
갤럭시,2,2,0,4.286,-0.744,127
tv,6,3,3,10.0,-0.961,232
lg전자,8,11,-3,13.429,-1.164,331
tcl,1,3,-2,4.857,-1.204,63
삼성전자,12,6,6,21.429,-1.675,542
엔비디아,1,2,-1,7.429,-1.726,200
