term,cur,diff,z_like
폴더블,22,20,3.72
애플,27,21,3.60
화웨이,11,9,3.59
hp,7,7,3.00
스마트폰,10,7,2.85
인텔,6,6,2.50
oled,16,14,2.47
공급망,9,6,2.37
샤오미,7,6,1.70
