--- Sentiment Scaling Log (2025-12-27) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Apple_Display_Topic): score_raw=0.5444 -> score_final=0.5444
Topic 0 (Apple_Display_Topic): score_raw=0.5516 -> score_final=0.5516
Topic 0 (Apple_Display_Topic): score_raw=0.5521 -> score_final=0.5521
Topic 0 (Apple_Display_Topic): score_raw=0.5490 -> score_final=0.5490
Topic 0 (Apple_Display_Topic): score_raw=0.5503 -> score_final=0.5503
Topic 0 (Apple_Display_Topic): score_raw=0.5549 -> score_final=0.5549
Topic 0 (Apple_Display_Topic): score_raw=0.5428 -> score_final=0.5428
Topic 0 (Apple_Display_Topic): score_raw=0.5464 -> score_final=0.5464
Topic 0 (Apple_Display_Topic): score_raw=0.5499 -> score_final=0.5499
Topic 0 (Apple_Display_Topic): score_raw=0.5584 -> score_final=0.5584
Topic 0 (Apple_Display_Topic): score_raw=0.5503 -> score_final=0.5503
Topic 0 (Apple_Display_Topic): score_raw=0.5506 -> score_final=0.5506
Topic 0 (Apple_Display_Topic): score_raw=0.5412 -> score_final=0.5412
Topic 0 (Apple_Display_Topic): score_raw=0.5587 -> score_final=0.5587
Topic 0 (Apple_Display_Topic): score_raw=0.5440 -> score_final=0.5440
Topic 0 (Apple_Display_Topic): score_raw=0.5520 -> score_final=0.5520
Topic 0 (Apple_Display_Topic): score_raw=0.5508 -> score_final=0.5508
Topic 0 (Apple_Display_Topic): score_raw=0.5511 -> score_final=0.5511
Topic 0 (Apple_Display_Topic): score_raw=0.5503 -> score_final=0.5503
Topic 0 (Apple_Display_Topic): score_raw=0.5447 -> score_final=0.5447
Topic 0 (Apple_Display_Topic): score_raw=0.5367 -> score_final=0.5367
Topic 0 (Apple_Display_Topic): score_raw=0.5672 -> score_final=0.5672
Topic 0 (Apple_Display_Topic): score_raw=0.5393 -> score_final=0.5393
Topic 0 (Apple_Display_Topic): score_raw=0.5526 -> score_final=0.5526
Topic 0 (Apple_Display_Topic): score_raw=0.5488 -> score_final=0.5488
Topic 0 (Apple_Display_Topic): score_raw=0.5530 -> score_final=0.5530
Topic 0 (Apple_Display_Topic): score_raw=0.5505 -> score_final=0.5505
Topic 0 (Apple_Display_Topic): score_raw=0.5487 -> score_final=0.5487
Topic 0 (Apple_Display_Topic): score_raw=0.5359 -> score_final=0.5359
Topic 0 (Apple_Display_Topic): score_raw=0.5516 -> score_final=0.5516
Topic 0 (Apple_Display_Topic): score_raw=0.5482 -> score_final=0.5482
Topic 0 (Apple_Display_Topic): score_raw=0.5552 -> score_final=0.5552
Topic 0 (Apple_Display_Topic): score_raw=0.5526 -> score_final=0.5526
Topic 0 (Apple_Display_Topic): score_raw=0.5482 -> score_final=0.5482
Topic 0 (Apple_Display_Topic): score_raw=0.5475 -> score_final=0.5475
Topic 0 (Apple_Display_Topic): score_raw=0.5388 -> score_final=0.5388
Topic 0 (Apple_Display_Topic): score_raw=0.5512 -> score_final=0.5512
Topic 0 (Apple_Display_Topic): score_raw=0.5435 -> score_final=0.5435
Topic 0 (Apple_Display_Topic): score_raw=0.5506 -> score_final=0.5506
Topic 0 (Apple_Display_Topic): score_raw=0.5402 -> score_final=0.5402
Topic 0 (Apple_Display_Topic): score_raw=0.5514 -> score_final=0.5514
Topic 0 (Apple_Display_Topic): score_raw=0.5471 -> score_final=0.5471
