term,cur,prev,diff,total,ma7,z_like
lg전자,19,7,12,284,6.714,3.421
삼성전자,13,10,3,527,12.286,0.159
oled,7,2,5,309,9.0,-0.5
lg디스플레이,6,4,2,74,2.714,1.241
모바일,5,0,5,35,0.857,2.151
tv,5,2,3,262,10.143,-1.229
xr,4,2,2,97,2.714,0.486
엔비디아,4,6,-2,245,7.429,-0.92
공급망,3,1,2,49,1.286,0.803
sk하이닉스,3,1,2,55,1.571,0.634
스마트폰,3,4,-1,97,2.0,0.414
구글,3,3,0,129,2.714,0.108
노트북,3,1,2,111,3.0,0.0
애플,3,10,-7,160,7.857,-1.277
ar,2,3,-1,24,0.714,0.697
sharp,2,1,1,11,0.714,0.697
tsmc,2,1,1,11,0.714,0.697
갤럭시,2,0,2,52,0.857,0.593
모니터,2,1,1,161,2.429,-0.168
디스플레이,2,7,-5,194,5.286,-0.996
카카오,1,0,1,13,0.143,0.622
dell,1,0,1,11,0.143,0.622
아이패드,1,0,1,4,0.143,0.622
비보,1,0,1,3,0.143,0.622
inspection,1,0,1,2,0.143,0.622
microled,1,0,1,1,0.143,0.622
샤프,1,0,1,1,0.143,0.622
슬라이더블,1,0,1,1,0.143,0.622
vr,1,1,0,13,0.286,0.465
kaist,1,1,0,19,0.429,0.345
bmw,1,1,0,12,0.429,0.345
도우인시스,1,0,1,5,0.429,0.345
amd,1,1,0,30,0.571,0.244
소니,1,1,0,15,0.571,0.244
asus,1,0,1,11,0.571,0.244
인텔,1,1,0,55,0.714,0.155
boe,1,1,0,28,0.714,0.155
byd,1,2,-1,10,0.714,0.155
고성능,1,0,1,21,0.857,0.074
메타,1,0,1,34,1.429,-0.195
아이폰,1,5,-4,43,2.143,-0.464
폴더블,1,6,-5,62,2.286,-0.512
