term,cur,prev,diff,total,ma7,z_like
엔비디아,37,24,13,182,13.143,5.158
삼성전자,28,24,4,474,14.0,2.953
폴더블,13,2,11,65,4.571,2.686
애플,13,9,4,248,8.0,1.306
갤럭시,9,3,6,254,3.571,1.879
tv,7,4,3,360,5.857,0.334
xr,6,13,-7,108,5.571,0.128
모니터,5,5,0,127,3.429,0.551
아이폰,5,4,1,80,4.857,0.045
스마트폰,4,1,3,114,1.857,0.907
sk하이닉스,4,6,-2,63,3.0,0.366
화웨이,3,1,2,14,0.571,1.383
ar,3,4,-1,42,2.143,0.348
공급망,3,4,-1,34,2.286,0.284
레노버,3,2,1,70,3.286,-0.102
oled,3,11,-8,364,11.286,-1.901
kaist,2,0,2,24,0.286,1.117
현대모비스,2,1,1,22,0.857,0.593
amd,2,1,1,24,1.286,0.335
lg전자,2,2,0,211,3.286,-0.457
lg디스플레이,2,5,-3,116,5.714,-1.096
디스플레이,2,5,-3,288,8.571,-1.673
qled,1,0,1,39,0.143,0.622
하이센스,1,0,1,9,0.143,0.622
한화솔루션,1,0,1,6,0.143,0.622
수출입,1,0,1,2,0.143,0.622
갤럭시북,1,0,1,1,0.143,0.622
4k,1,0,1,5,0.286,0.465
ltpo,1,1,0,2,0.286,0.465
오포,1,0,1,11,0.429,0.345
퀄컴,1,1,0,34,0.571,0.244
구글,1,3,-2,66,1.143,-0.069
vr,1,5,-4,28,1.429,-0.195
태블릿,1,2,-1,17,2.0,-0.414
노트북,1,6,-5,124,2.857,-0.69
맥북,1,4,-3,97,3.143,-0.773
