term,cur,prev,diff,total,ma7,z_like
화웨이,11,2,9,34,2.143,3.595
oled,15,3,12,302,7.429,2.032
선익시스템,4,0,4,21,0.714,1.781
퀄컴,3,0,3,31,0.571,1.383
기아,3,0,3,56,0.857,1.113
태블릿,2,0,2,12,0.429,0.95
ar,3,2,1,47,1.143,0.898
asus,2,1,1,25,0.571,0.814
아이폰,3,2,1,119,1.429,0.716
인텔,3,1,2,34,1.571,0.634
hud,1,0,1,1,0.143,0.622
발광층,1,0,1,1,0.143,0.622
스마트워치,1,0,1,1,0.143,0.622
apple,1,0,1,4,0.143,0.622
증착,1,0,1,2,0.286,0.465
마이크로소프트,1,0,1,3,0.286,0.465
서피스,1,0,1,4,0.286,0.465
올레드,1,0,1,81,0.429,0.345
메타,1,1,0,30,1.143,-0.069
갤럭시,1,0,1,91,1.714,-0.309
삼성디스플레이,1,0,1,101,4.143,-1.035
