term,cur,prev,diff,total,ma7,z_like
애플,22,10,12,273,8.286,3.536
삼성전자,20,5,15,517,24.714,-0.789
벤츠,16,27,-11,68,6.286,2.77
tv,16,7,9,451,24.429,-1.418
oled,15,3,12,302,7.429,2.032
lg전자,14,4,10,286,4.0,3.333
폴더블,12,20,-8,170,6.714,1.472
화웨이,11,2,9,34,2.143,3.595
디스플레이,5,13,-8,182,9.571,-1.117
선익시스템,4,0,4,21,0.714,1.781
퀄컴,3,0,3,31,0.571,1.383
기아,3,0,3,56,0.857,1.113
ar,3,2,1,47,1.143,0.898
아이폰,3,2,1,119,1.429,0.716
인텔,3,1,2,34,1.571,0.634
스마트폰,3,6,-3,115,4.0,-0.333
태블릿,2,0,2,12,0.429,0.95
asus,2,1,1,25,0.571,0.814
공급망,2,6,-4,37,2.143,-0.058
모니터,2,3,-1,177,2.571,-0.219
xr,2,5,-3,115,4.286,-0.744
apple,1,0,1,4,0.143,0.622
hud,1,0,1,1,0.143,0.622
발광층,1,0,1,1,0.143,0.622
스마트워치,1,0,1,1,0.143,0.622
서피스,1,0,1,4,0.286,0.465
마이크로소프트,1,0,1,3,0.286,0.465
증착,1,0,1,2,0.286,0.465
올레드,1,0,1,81,0.429,0.345
메타,1,1,0,30,1.143,-0.069
갤럭시,1,0,1,91,1.714,-0.309
hp,1,6,-5,28,1.714,-0.309
lg디스플레이,1,3,-2,93,1.857,-0.363
sk하이닉스,1,6,-5,83,1.857,-0.363
삼성디스플레이,1,0,1,101,4.143,-1.035
