term,cur,prev,diff,ma7,z_like,total
카카오,3,0,3,1.429,0.716,19
lg디스플레이,6,2,4,4.286,0.558,117
퀄컴,1,0,1,0.714,0.155,18
인텔,3,3,0,2.714,0.108,49
lg전자,6,4,2,6.0,0.0,202
기아,1,0,1,1.0,0.0,28
아이폰,1,0,1,1.429,-0.195,69
태블릿,1,1,0,1.429,-0.195,17
ar,1,0,1,1.571,-0.254,28
tsmc,1,3,-2,1.571,-0.254,27
노트북,4,1,3,5.143,-0.35,139
스마트폰,1,2,-1,1.857,-0.363,90
kaist,1,0,1,2.0,-0.414,29
애플,5,5,0,7.857,-0.751,233
삼성디스플레이,1,0,1,3.714,-0.927,86
디스플레이,2,0,2,5.857,-1.128,237
tv,3,2,1,13.286,-2.214,431
oled,3,3,0,13.857,-2.299,346
삼성전자,7,3,4,21.143,-2.526,623
