term,cur,prev,diff,ma7,z_like,total
인텔,2,1,1,0.857,0.593,12
비전프로,1,0,1,0.429,0.345,6
퀄컴,1,0,1,0.429,0.345,18
구글,2,2,0,1.429,0.26,26
양산,1,1,0,0.571,0.244,24
메타,1,2,-1,0.571,0.244,12
tsmc,1,2,-1,0.714,0.155,17
sk하이닉스,1,9,-8,2.0,-0.414,39
갤럭시,3,8,-5,4.714,-0.541,55
xr,5,15,-10,7.143,-0.583,82
폴더블,2,5,-3,4.286,-0.744,57
아이폰,1,9,-8,4.0,-1.0,49
lg전자,2,1,1,8.143,-1.594,102
애플,3,42,-39,11.571,-1.947,162
lg,2,20,-18,12.143,-2.262,336
oled,1,27,-26,11.286,-2.359,200
삼성,3,42,-39,22.714,-3.419,496
삼성전자,2,38,-36,22.857,-3.608,277
