title,url
"[시연기] 첫 시연부터 이런 화려한 액션이라니 합격이오, '리와인딩 케이...",https://www.inven.co.kr/webzine/news/?news=319117
"[인더컴퍼니] LG전자, 2분기 호실적 이후…AI 냉각·로봇이 다음 시험대",https://www.inthenews.co.kr/news/article.html?no=90028
"LG·삼성 가전 수익성 1조원 이상 격차…삼성, 하반기 반등 노려",https://www.ajunews.com/view/20260802095735869
