date,topic_id,avg_sentiment,article_count
2025-10-17,0,0.4923,28
2025-10-17,1,0.4925,27
2025-10-17,2,0.4919,27
2025-10-17,3,0.491,20
2025-10-17,4,0.4923,30
2025-10-17,5,0.4923,30
2025-10-17,6,0.4933,26
2025-10-17,7,0.4934,28
