term,cur,diff,z_like
레노버,12,12,4.29
삼성디스플레이,12,11,3.40
oled,21,13,3.34
tv,21,12,3.05
lg전자,27,16,2.39
올레드,5,5,2.15
아이폰,8,7,1.91
현대자동차,4,4,1.78
