term,cur,prev,diff,total,ma7,z_like
샤오미,8,1,7,15,1.286,3.146
host,1,0,1,1,0.143,0.622
오포,1,0,1,1,0.143,0.622
고효율,1,0,1,5,0.143,0.622
현대차,5,2,3,42,3.429,0.551
노트북,4,1,3,39,3.143,0.309
기아,1,0,1,8,0.714,0.155
올레드,1,0,1,10,0.857,0.074
폴더블,1,0,1,52,0.857,0.074
아이폰,1,0,1,51,1.143,-0.069
공급망,2,0,2,25,2.286,-0.114
스마트폰,2,1,1,46,2.429,-0.168
디스플레이,5,0,5,102,5.571,-0.17
삼성디스플레이,2,0,2,32,3.143,-0.412
인텔,1,1,0,40,4.714,-1.171
lg전자,3,1,2,163,7.857,-1.277
lg디스플레이,2,0,2,79,7.714,-1.513
