term,cur,prev,diff,ma7,z_like,total,date
구글,2,0,2,0.857,0.593,46,2026-06-29
스마트폰,4,2,2,2.714,0.486,71,2026-06-29
ar,3,2,1,1.857,0.484,41,2026-06-29
csot,1,0,1,0.286,0.465,5,2026-06-29
고성능,1,0,1,0.286,0.465,14,2026-06-29
태블릿,1,0,1,0.286,0.465,14,2026-06-29
노트북,5,2,3,3.857,0.386,112,2026-06-29
애플,17,21,-4,16.143,0.171,265,2026-06-29
인텔,1,0,1,0.714,0.155,52,2026-06-29
사이니지,1,0,1,1.0,0.0,9,2026-06-29
맥북,3,3,0,3.0,0.0,37,2026-06-29
byd,1,1,0,1.0,0.0,17,2026-06-29
모바일,1,1,0,1.0,0.0,27,2026-06-29
갤럭시,1,1,0,1.286,-0.134,45,2026-06-29
공급망,1,0,1,2.286,-0.512,50,2026-06-29
레노버,1,0,1,2.571,-0.604,74,2026-06-29
아이폰,1,0,1,2.714,-0.648,69,2026-06-29
엔비디아,1,1,0,3.286,-0.813,225,2026-06-29
xr,1,3,-2,3.429,-0.852,148,2026-06-29
모니터,2,1,1,5.0,-0.927,76,2026-06-29
폴더블,1,0,1,3.857,-0.964,86,2026-06-29
디스플레이,3,2,1,6.571,-1.002,167,2026-06-29
sk하이닉스,1,2,-1,4.286,-1.07,77,2026-06-29
lg디스플레이,2,1,1,6.429,-1.253,113,2026-06-29
삼성전자,2,3,-1,8.571,-1.673,387,2026-06-29
tv,3,4,-1,11.429,-1.924,285,2026-06-29
lg전자,4,5,-1,13.714,-2.065,296,2026-06-29
oled,4,2,2,13.857,-2.087,279,2026-06-29
알파벳,4,0,4,0.571,1.953,5,2026-06-30
csot,3,1,2,0.714,1.239,8,2026-06-30
태블릿,3,1,2,0.714,1.239,17,2026-06-30
파나소닉,2,0,2,0.286,1.117,2,2026-06-30
tcl,3,0,3,1.0,1.0,30,2026-06-30
asus,4,0,4,1.714,0.99,23,2026-06-30
선익시스템,2,0,2,0.571,0.814,20,2026-06-30
고해상도,1,0,1,0.143,0.622,5,2026-06-30
벤츠,1,0,1,0.143,0.622,4,2026-06-30
소니,1,0,1,0.143,0.622,8,2026-06-30
화웨이,1,0,1,0.143,0.622,10,2026-06-30
맥북,5,3,2,3.571,0.494,42,2026-06-30
vr,1,0,1,0.286,0.465,9,2026-06-30
롤러블,1,0,1,0.286,0.465,5,2026-06-30
하이센스,1,0,1,0.286,0.465,44,2026-06-30
스마트폰,4,4,0,2.857,0.425,70,2026-06-30
레노버,4,1,3,3.0,0.366,77,2026-06-30
hp,2,0,2,1.286,0.335,22,2026-06-30
sk하이닉스,4,1,3,3.143,0.309,79,2026-06-30
엔비디아,4,1,3,3.143,0.309,226,2026-06-30
아이폰,3,1,2,2.429,0.223,71,2026-06-30
갤럭시,2,1,1,1.571,0.19,46,2026-06-30
디스플레이,5,3,2,4.857,0.045,169,2026-06-30
삼성디스플레이,1,0,1,1.0,0.0,47,2026-06-30
ar,2,3,-1,2.0,0.0,43,2026-06-30
byd,1,1,0,1.143,-0.069,18,2026-06-30
모니터,4,2,2,4.429,-0.138,80,2026-06-30
노트북,3,5,-2,4.0,-0.333,113,2026-06-30
공급망,1,1,0,2.0,-0.414,51,2026-06-30
lg디스플레이,3,2,1,4.571,-0.501,115,2026-06-30
xr,1,1,0,2.429,-0.558,148,2026-06-30
lg전자,9,4,5,11.857,-0.643,300,2026-06-30
폴더블,1,1,0,2.857,-0.69,85,2026-06-30
아이패드,1,6,-5,3.286,-0.813,25,2026-06-30
삼성전자,4,2,2,7.0,-0.823,389,2026-06-30
애플,11,17,-6,15.714,-0.95,273,2026-06-30
oled,6,4,2,10.714,-1.103,284,2026-06-30
tv,5,3,2,11.429,-1.468,286,2026-06-30
디스플레이,18,5,13,6.143,3.409,184,2026-07-01
선익시스템,10,2,8,2.0,3.314,30,2026-07-01
삼성전자,13,4,9,6.286,1.914,396,2026-07-01
아이폰,6,3,3,2.429,1.396,77,2026-07-01
삼성디스플레이,4,1,3,1.429,1.171,50,2026-07-01
boe,3,0,3,1.143,0.898,39,2026-07-01
lg디스플레이,8,3,5,5.429,0.772,123,2026-07-01
ar,4,2,2,2.286,0.682,45,2026-07-01
agc,1,0,1,0.143,0.622,1,2026-07-01
amd,1,0,1,0.143,0.622,12,2026-07-01
kaist,1,0,1,0.143,0.622,21,2026-07-01
갤럭시워치,1,0,1,0.143,0.622,1,2026-07-01
미디어텍,1,0,1,0.143,0.622,2,2026-07-01
벤큐,1,0,1,0.143,0.622,6,2026-07-01
비보,1,0,1,0.143,0.622,7,2026-07-01
생산능력,1,0,1,0.143,0.622,3,2026-07-01
샤오미,1,0,1,0.143,0.622,6,2026-07-01
오포,1,0,1,0.143,0.622,6,2026-07-01
고성능,1,0,1,0.286,0.465,15,2026-07-01
갤럭시,3,2,1,2.0,0.414,48,2026-07-01
모니터,5,4,1,3.857,0.386,83,2026-07-01
sk하이닉스,4,4,0,3.0,0.366,83,2026-07-01
스마트폰,4,4,0,3.0,0.366,72,2026-07-01
공급망,3,1,2,2.143,0.348,52,2026-07-01
폴더블,3,1,2,2.286,0.284,88,2026-07-01
양산,2,0,2,1.429,0.26,48,2026-07-01
oled,11,6,5,10.143,0.205,292,2026-07-01
sharp,1,0,1,0.714,0.155,17,2026-07-01
구글,1,0,1,0.714,0.155,45,2026-07-01
기아,1,0,1,0.857,0.074,13,2026-07-01
모바일,1,0,1,1.0,0.0,27,2026-07-01
노트북,3,3,0,3.0,0.0,112,2026-07-01
byd,1,1,0,1.143,-0.069,19,2026-07-01
tcl,1,3,-2,1.143,-0.069,27,2026-07-01
hp,1,2,-1,1.429,-0.195,23,2026-07-01
아이패드,3,1,2,3.714,-0.244,28,2026-07-01
lg전자,9,9,0,10.143,-0.273,306,2026-07-01
맥북,3,5,-2,3.857,-0.289,45,2026-07-01
엔비디아,1,4,-3,1.857,-0.363,214,2026-07-01
애플,10,11,-1,15.429,-1.102,281,2026-07-01
tv,6,5,1,11.571,-1.266,285,2026-07-01
폴더블,16,3,13,3.571,4.301,102,2026-07-02
4k,6,0,6,1.286,2.209,15,2026-07-02
파나소닉,5,0,5,1.0,2.0,7,2026-07-02
삼성전자,14,13,1,6.857,1.974,387,2026-07-02
디스플레이,14,18,-4,7.714,1.664,193,2026-07-02
lcd,4,0,4,0.857,1.632,18,2026-07-02
메타,3,0,3,0.571,1.383,30,2026-07-02
tcl,5,1,4,1.857,1.33,31,2026-07-02
갤럭시,6,3,3,2.571,1.317,52,2026-07-02
고성능,3,1,2,0.714,1.239,18,2026-07-02
기아,4,1,3,1.429,1.171,16,2026-07-02
현대모비스,2,0,2,0.286,1.117,5,2026-07-02
퀄컴,4,0,4,1.714,0.99,33,2026-07-02
모니터,7,5,2,4.143,0.941,89,2026-07-02
엔비디아,4,1,3,2.143,0.754,168,2026-07-02
ald,1,0,1,0.143,0.622,1,2026-07-02
galaxy,1,0,1,0.143,0.622,2,2026-07-02
tsmc,1,0,1,0.143,0.622,16,2026-07-02
애플워치,1,0,1,0.143,0.622,1,2026-07-02
에어팟,1,0,1,0.143,0.622,12,2026-07-02
카카오,1,0,1,0.143,0.622,10,2026-07-02
스마트폰,5,4,1,3.286,0.609,76,2026-07-02
삼성디스플레이,3,4,-1,1.714,0.557,47,2026-07-02
공급망,4,3,1,2.571,0.549,50,2026-07-02
미디어텍,1,1,0,0.286,0.465,3,2026-07-02
벤큐,1,1,0,0.286,0.465,7,2026-07-02
양산,2,2,0,1.143,0.414,37,2026-07-02
xr,3,0,3,2.143,0.348,148,2026-07-02
롤러블,1,0,1,0.429,0.345,6,2026-07-02
모바일,2,1,1,1.286,0.335,29,2026-07-02
sharp,1,1,0,0.571,0.244,18,2026-07-02
구글,1,1,0,0.714,0.155,45,2026-07-02
hp,2,1,1,1.714,0.124,24,2026-07-02
boe,1,3,-2,0.857,0.074,39,2026-07-02
lg디스플레이,5,8,-3,5.857,-0.251,127,2026-07-02
lg전자,5,9,-4,7.0,-0.549,300,2026-07-02
ar,1,4,-3,2.429,-0.558,46,2026-07-02
노트북,1,3,-2,2.571,-0.604,107,2026-07-02
sk하이닉스,1,4,-3,2.571,-0.604,82,2026-07-02
레노버,1,0,1,3.143,-0.773,76,2026-07-02
oled,4,11,-7,8.571,-1.164,259,2026-07-02
애플,9,10,-1,15.571,-1.329,282,2026-07-02
tv,1,6,-5,6.0,-1.449,276,2026-07-02
