term,cur,prev,diff,ma7,z_like,total
레노버,22,3,19,4.429,5.66,87
디스플레이,26,8,18,8.714,4.374,185
벤츠,11,0,11,1.571,4.184,37
amd,10,0,10,1.429,3.905,14
tcl,9,2,7,1.714,3.155,38
삼성디스플레이,10,1,9,3.857,2.073,68
벤큐,4,0,4,0.571,1.953,12
tv,9,4,5,4.0,1.667,209
노트북,12,18,-6,6.714,1.472,122
그램,2,0,2,0.286,1.117,3
xr,5,4,1,2.571,0.933,75
boe,3,5,-2,1.429,0.716,17
고성능,1,0,1,0.143,0.622,7
봉지,1,0,1,0.143,0.622,1
비보,1,0,1,0.143,0.622,2
지멘스,1,0,1,0.143,0.622,1
asus,2,1,1,1.0,0.5,25
dell,1,0,1,0.286,0.465,6
맥북,1,0,1,0.286,0.465,15
ar,2,0,2,1.143,0.414,66
kaist,2,0,2,1.143,0.414,30
sk하이닉스,3,1,2,2.143,0.348,72
vr,1,0,1,0.429,0.345,17
고해상도,1,0,1,0.429,0.345,5
아이패드,1,1,0,0.429,0.345,6
퀄컴,1,1,0,0.429,0.345,29
lg디스플레이,2,0,2,1.286,0.335,64
샤오미,2,2,0,1.429,0.26,29
비보북,2,8,-6,1.429,0.26,10
태블릿,1,0,1,0.571,0.244,12
화웨이,2,3,-1,1.571,0.19,22
폴더블,9,6,3,9.0,0.0,245
양산,1,1,0,1.286,-0.134,67
모바일,2,2,0,2.429,-0.168,41
공급망,1,1,0,1.429,-0.195,40
애플,12,28,-16,13.286,-0.277,343
모니터,9,5,4,10.286,-0.306,168
fhd,1,0,1,1.714,-0.309,15
삼성전자,18,26,-8,20.143,-0.39,452
lg전자,11,23,-12,13.571,-0.549,308
카카오,1,1,0,2.714,-0.648,44
엔비디아,6,3,3,8.714,-0.687,167
갤럭시,3,17,-14,5.714,-0.801,151
oled,10,8,2,14.0,-0.844,318
아이폰,3,7,-4,6.0,-0.87,121
