cluster_id,keywords
0,"모니터, 노트북, 반도체, 갤럭시"
1,"카메라, 실시간, 서버, 문제, 전환, 흐름, 정보, 전기차, 데이터센터, 시스템, 구조, 산책, 예정, 환경, 유지, 공간, 전망, 클라우드, 솔루션, 연구원, 변화, 통합, 추가, 센서, 소재, 경험"
2,대만
3,"엔비디아, 구글, 게임, 점유율, 증가, 미국, 최고경영자, 폴더블, 맥북, 고성능, 캐릭터, 패널, 시간, 신제품, 목표, 프리미엄, 오후, 노조, 젠슨, 관광, 그룹, 있도록, 확장, 시작, 라인업, 대형, 이유, 대규모, 결과, 영역, 마감, 전반, 매출, 달성, 브랜드, 평화경제특구"
4,"애플, 스마트폰, 아이폰"
5,"비용, 달러"
6,"설계, 인프라, 건설, 작업, 개발, 효율"
7,중국
