keyword,score
삼성,0.6445968042699884
장비,0.3995706143175392
메타,0.3975299071258253
패널,0.38065401797017284
중국,0.37914272596418275
애플,0.323707183525996
반도체,0.3202732309357914
디스플레이,0.31716664059238014
레이저,0.2964699477243525
미국,0.28987687692672054
로봇,0.2891893317673453
달러,0.2824389542485501
스마트폰,0.28192666098605507
게임,0.2758603626368809
게이밍,0.27228323149562483
노조,0.2717468110198052
생산,0.26106431964965215
모니터,0.26073574909026886
트라이폴드폰,0.2597871087340897
폴더블폰,0.2591812803104089
