org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
EG110,7,4,3,2,6,11,2,2,2,0,6,0,6,9
EGM,7,4,3,2,6,11,2,2,2,0,6,0,6,9
ELA,5,11,1,20,18,13,5,17,8,4,29,0,23,25
ESG,9,9,7,9,4,8,4,10,12,7,11,4,12,9
EV,4,2,16,6,4,10,0,10,2,4,8,0,14,10
EV9은,7,4,3,3,5,3,1,5,4,4,7,4,5,6
EVA는,1,2,1,8,0,4,3,3,2,1,2,0,3,3
Electronics,1,3,1,4,0,3,2,3,5,1,5,0,5,4
FC,3,0,0,1,0,4,1,1,1,2,1,4,1,1
FD125와,7,4,3,2,6,11,2,2,2,0,6,0,6,9
GPAI,1,4,0,1,0,1,1,2,3,2,2,0,3,2
GPAI는,1,4,0,1,0,1,1,2,3,2,2,0,3,2
GPU,4,7,3,4,0,7,10,4,7,5,5,0,6,7
GV90은,4,2,16,6,4,10,0,10,2,4,8,0,14,10
GV90의,4,2,16,6,4,10,0,10,2,4,8,0,14,10
Geekbench,2,1,1,1,0,3,3,0,1,3,2,0,2,1
HATCI,1,3,1,4,0,3,2,3,5,1,5,0,5,4
HB테크놀러지와,3,5,4,6,5,3,4,5,7,4,9,0,7,10
HDMI,8,1,4,4,13,8,4,7,7,3,8,1,10,7
HDR,5,1,1,2,6,5,1,3,3,2,3,1,5,2
HD현대일렉트릭,1,6,4,4,2,3,3,1,5,1,4,2,2,5
HJ중공업,3,6,3,6,3,4,3,4,5,3,6,1,5,8
HPC,2,6,2,3,0,4,7,4,6,2,3,0,4,6
HUD,5,5,5,4,7,5,1,7,2,5,10,0,16,8
Harman,3,6,3,6,3,4,3,4,5,3,6,1,5,8
He,6,3,2,4,1,4,2,4,8,4,3,1,5,4
Hyundai,1,3,1,4,0,3,2,3,5,1,5,0,5,4
ICT,1,2,3,3,2,2,3,3,7,2,6,4,5,5
IP,5,6,4,8,6,8,5,8,11,4,11,5,10,7
IPO,1,2,0,0,0,3,0,1,2,1,0,1,0,1
IT,8,10,10,9,11,7,6,9,11,6,11,3,12,14
ITF,0,0,0,0,0,0,1,0,1,0,0,1,1,0
IWB-F86N1,7,4,3,2,6,11,2,2,2,0,6,0,6,9
Il,6,3,2,4,1,4,2,4,8,4,3,1,5,4
Inc.,1,3,1,4,0,3,2,3,5,1,5,0,5,4
JG,4,2,16,6,4,10,0,10,2,4,8,0,14,10
Jang-wook,6,3,2,4,1,4,2,4,8,4,3,1,5,4
KBO,0,0,0,1,0,0,5,0,2,0,0,9,0,0
KBO리그,1,1,1,3,2,5,11,2,6,3,3,27,3,2
KIA,0,0,1,4,0,7,20,0,1,0,0,27,1,0
KLPGA,0,0,0,0,0,0,1,0,1,0,0,1,1,0
KNT,0,1,2,0,2,4,3,0,3,2,4,0,2,5
KPGA,0,0,0,0,0,0,1,0,1,0,0,1,1,0
KS-CQI,1,2,3,3,2,2,3,3,7,2,6,4,5,5
KT,8,10,8,11,10,12,12,10,17,8,13,17,14,13
Kim,0,1,2,0,2,4,3,0,3,2,4,0,2,5
Kunsan,0,1,2,0,2,4,3,0,3,2,4,0,2,5
LCD,2,9,12,14,11,13,6,12,13,2,14,4,15,14
LCK,1,1,1,2,2,2,3,2,4,2,2,10,3,1
LCoS,0,2,4,4,2,14,1,6,3,3,11,0,10,9
LED,16,23,17,23,21,29,13,31,17,17,38,3,58,33
LEDoS,2,4,1,5,2,5,3,4,5,1,5,1,6,7
LEDoS는,2,4,1,5,2,5,3,4,5,1,5,1,6,7
LED가,1,6,2,5,1,2,1,3,2,3,6,0,6,5
LG,19,18,13,19,14,25,18,21,30,17,20,44,24,18
LG가,1,0,0,0,0,4,1,2,1,1,0,5,0,0
LG는,2,0,0,1,0,8,5,2,3,1,0,15,1,0
LG디스플레이,33,62,47,64,50,47,24,59,68,20,72,26,77,67
LG디스플레이가,1,6,4,7,4,2,2,6,5,3,5,2,6,5
LG디스플레이는,3,11,12,13,9,8,7,14,16,6,15,7,17,13
LG디스플레이에,1,2,2,6,4,1,1,2,2,0,3,1,4,1
LG디스플레이의,1,6,9,9,9,8,4,9,8,1,9,3,10,7
LG에게,0,0,0,0,0,1,3,0,2,1,1,9,0,1
LG유플러스,1,2,3,3,2,2,3,3,7,2,6,4,5,5
LG의,6,6,5,5,3,7,2,9,8,6,6,6,6,6
LG전자,21,24,17,29,18,32,14,26,33,14,29,12,35,30
LG전자가,1,2,0,0,0,3,0,1,2,1,0,1,0,1
LG전자는,1,2,0,0,0,3,0,1,2,1,0,1,0,1
LG화학,5,6,5,5,3,3,1,7,7,5,6,1,6,6
LG화학의,5,6,5,5,3,3,1,7,7,5,6,1,6,6
LLO,1,2,1,5,4,4,1,4,3,1,7,0,7,6
LNG선,7,10,8,7,7,7,4,6,8,4,6,3,8,9
LTPO,1,4,2,12,11,9,2,8,5,2,14,0,13,12
LTPS,1,4,2,10,9,8,2,7,5,2,13,0,12,11
Labs,6,3,2,4,1,4,2,4,8,4,3,1,5,4
Laser,2,6,0,10,10,6,3,9,3,3,15,0,10,13
Lee,6,4,4,4,3,8,5,4,11,6,7,1,7,9
M4의,2,1,1,1,0,3,3,0,1,3,2,0,2,1
MK시그널은,1,2,2,3,2,2,2,4,2,3,7,1,5,5
MK시그널이,1,2,2,3,2,2,2,4,2,3,7,1,5,5
MLS,1,1,1,2,2,2,3,2,4,2,2,10,3,1
MagicINFO,1,3,1,4,0,3,2,3,5,1,5,0,5,4
Micro-LED,2,5,2,5,2,3,1,2,2,2,5,0,6,4
Min-seok,0,1,2,0,2,4,3,0,3,2,4,0,2,5
Mode,5,1,1,2,6,5,1,3,3,2,3,1,5,2
Motors,1,3,1,4,0,3,2,3,5,1,5,0,5,4
MyV,6,3,2,4,1,4,2,4,8,4,3,1,5,4
NAND,3,6,3,6,3,4,3,4,5,3,6,1,5,8
NAVER,3,6,3,6,3,4,3,4,5,3,6,1,5,8
NB,2,4,2,2,0,4,0,0,0,3,5,0,7,1
NC,2,0,0,1,0,8,5,2,3,1,0,15,1,0
NC를,1,0,0,0,0,4,1,2,1,1,0,5,0,0
NH투자증권을,3,6,3,6,3,4,3,4,5,3,6,1,5,8
NPU,2,1,1,1,0,3,3,0,1,3,2,0,2,1
National,0,1,2,0,2,4,3,0,3,2,4,0,2,5
News1,0,0,0,1,0,0,5,0,1,0,0,8,0,0
ODM,6,3,2,4,1,4,2,4,8,4,3,1,5,4
OEM,6,3,2,4,1,4,2,4,8,4,3,1,5,4
OEM과의,2,7,3,4,1,4,2,3,2,1,3,3,5,6
OLED,85,140,110,165,140,158,60,173,144,65,227,35,241,208
OLED가,1,6,4,7,4,2,2,6,5,3,5,2,6,5
OLED를,1,5,6,8,8,8,3,8,6,2,10,1,11,8
OLED와,1,3,3,5,2,5,2,3,5,1,5,1,5,7
OSRAM,5,5,5,4,7,5,1,7,2,5,10,0,16,8
OSRAM은,7,7,8,6,11,10,3,12,3,7,14,0,24,13
Origin,8,4,1,3,4,3,1,5,5,5,3,1,4,2
P-Complex,1,2,1,1,0,2,0,0,0,2,2,0,4,1
PBA,0,0,0,0,0,0,1,0,1,0,0,1,1,0
PBA스타디움,0,0,0,0,0,0,1,0,1,0,0,1,1,0
PC,4,4,1,5,4,6,2,5,4,2,5,1,5,2
PD,5,1,1,2,6,5,1,3,3,2,3,1,5,2
PECVD,1,3,0,5,5,3,1,5,1,1,7,0,5,6
PLPM7,5,4,6,4,8,7,3,8,2,5,9,0,16,9
PS,0,1,0,4,0,3,2,2,0,0,1,0,2,1
Pin,7,8,4,5,0,6,0,3,2,8,13,0,23,3
Power,7,7,8,6,11,10,3,12,3,7,14,0,24,13
Powered,1,2,2,3,2,2,2,4,2,3,7,1,5,5
ProArt,5,1,1,2,6,5,1,3,3,2,3,1,5,2
Professor,0,1,2,0,2,4,3,0,3,2,4,0,2,5
QD-OLED,3,3,7,8,13,7,5,8,8,1,10,2,9,9
QHD,3,0,3,2,7,3,3,4,4,1,5,0,5,5
ROG,3,0,3,2,8,4,3,5,4,1,7,0,7,5
RPG,4,4,1,5,4,6,2,5,4,2,5,1,5,2
Raman,0,1,2,0,2,4,3,0,3,2,4,0,2,5
Research,0,1,2,0,2,4,3,0,3,2,4,0,2,5
S23은,1,2,2,4,1,1,2,5,1,3,3,0,5,4
SAF,7,10,8,7,7,7,4,6,8,4,6,3,8,9
SDC,3,6,3,6,3,4,3,4,5,3,6,1,5,8
SERS,0,1,2,0,2,4,3,0,3,2,4,0,2,5
SF,2,3,3,2,0,5,3,3,4,2,2,3,3,3
SK,2,6,2,0,1,2,2,3,4,5,2,1,4,6
SKT,6,8,5,7,8,6,5,7,8,6,7,3,8,8
SK그룹,2,6,2,0,1,2,2,3,4,5,2,1,4,6
SK하이닉스,6,14,6,14,4,10,8,10,11,9,10,2,12,17
SNS,1,3,1,0,1,0,0,2,1,0,0,0,2,1
SOL뱅크,0,0,0,1,0,0,5,0,1,0,0,8,0,0
SON,1,1,1,2,2,2,3,2,4,2,2,10,3,1
STAR,12,8,2,8,8,9,3,10,9,7,8,2,9,4
STEM,1,4,0,1,0,1,1,2,3,2,2,0,3,2
SUV,11,6,19,9,9,13,1,15,6,8,15,4,19,16
Samsung,1,3,1,4,0,3,2,3,5,1,5,0,5,4
Shot,7,8,4,5,0,6,0,3,2,8,13,0,23,3
Signage,1,3,1,4,0,3,2,3,5,1,5,0,5,4
Silicon,0,3,6,5,4,22,1,10,4,4,15,0,15,12
Smart,1,3,1,4,0,3,2,3,5,1,5,0,5,4
Strix,3,0,3,2,8,4,3,5,4,1,7,0,7,5
Sync,3,0,3,2,7,3,3,4,4,1,5,0,5,5
TFT,0,2,1,5,5,4,1,3,2,1,6,0,5,5
TFT가,0,2,1,5,5,4,1,3,2,1,6,0,5,5
TGV,3,5,4,6,5,3,4,5,7,4,9,0,7,10
TSMC,11,17,11,11,7,14,14,10,15,9,11,3,14,16
TSMC의,2,6,2,3,0,4,7,4,6,2,3,0,4,6
Technical,1,3,1,4,0,3,2,3,5,1,5,0,5,4
The,0,1,2,0,2,4,3,0,3,2,4,0,2,5
This,0,1,2,0,2,4,3,0,3,2,4,0,2,5
Toyota,1,3,1,4,0,3,2,3,5,1,5,0,5,4
Type-C,5,1,1,2,6,5,1,3,3,2,3,1,5,2
UHD,5,1,1,2,6,5,1,3,3,2,3,1,5,2
USB,8,1,4,4,13,8,4,7,7,3,8,1,10,7
UX,1,4,0,1,0,1,1,2,3,2,2,0,3,2
University,0,1,2,0,2,4,3,0,3,2,4,0,2,5
V-Labs,6,3,2,4,1,4,2,4,8,4,3,1,5,4
V5,5,11,1,20,18,13,5,17,8,4,29,0,23,25
VESA,8,1,4,4,13,8,4,7,7,3,8,1,10,7
VLabs,6,3,2,4,1,4,2,4,8,4,3,1,5,4
Vegalas,3,2,3,2,4,2,1,3,1,3,5,0,8,4
VegalasTM,4,5,5,4,7,8,2,9,2,4,9,0,16,9
Visionox,4,8,1,15,13,10,4,12,7,3,22,0,18,19
WOLED,0,3,4,6,6,4,2,4,4,0,5,2,4,4
X2,2,1,1,1,0,3,3,0,1,3,2,0,2,1
X7,4,2,16,6,4,10,0,10,2,4,8,0,14,10
XG27ACDMS,0,0,0,0,1,1,0,1,0,0,2,0,2,0
XG27AQDPG는,3,0,3,2,7,3,3,4,4,1,5,0,5,5
XG32UCWG,0,0,0,0,1,1,0,1,0,0,2,0,2,0
XTs,1,4,1,6,2,3,1,2,2,6,1,0,2,3
YTN,1,0,0,0,1,0,1,1,1,2,2,0,0,1
a-Si,1,2,1,5,4,4,1,4,3,1,7,0,7,6
advertisement,6,8,5,7,8,6,5,7,8,6,7,3,8,8
also,1,3,1,4,0,3,2,3,5,1,5,0,5,4
ams,8,9,9,8,15,14,5,17,4,9,18,0,33,17
ams오스람은,2,2,3,2,4,5,2,5,1,2,4,0,8,4
and,7,7,5,8,3,11,7,7,16,7,12,1,12,13
as,6,3,2,4,1,4,2,4,8,4,3,1,5,4
at,0,1,2,0,2,4,3,0,3,2,4,0,2,5
avec,6,3,2,4,1,4,2,4,8,4,3,1,5,4
bas,6,3,2,4,1,4,2,4,8,4,3,1,5,4
by,1,3,4,3,4,6,5,4,5,5,11,1,7,10
cesium,0,1,2,0,2,4,3,0,3,2,4,0,2,5
compenses,6,3,2,4,1,4,2,4,8,4,3,1,5,4
consommateurs,6,3,2,4,1,4,2,4,8,4,3,1,5,4
consommation,6,3,2,4,1,4,2,4,8,4,3,1,5,4
consumers,6,3,2,4,1,4,2,4,8,4,3,1,5,4
consumption,6,3,2,4,1,4,2,4,8,4,3,1,5,4
de,6,3,2,4,1,4,2,4,8,4,3,1,5,4
des,6,3,2,4,1,4,2,4,8,4,3,1,5,4
design,1,3,1,4,0,3,2,3,5,1,5,0,5,4
detection,0,1,2,0,2,4,3,0,3,2,4,0,2,5
digital,1,3,1,4,0,3,2,3,5,1,5,0,5,4
displays,1,3,1,4,0,3,2,3,5,1,5,0,5,4
email,0,0,0,0,0,1,3,0,2,1,1,9,0,1
en,6,3,2,4,1,4,2,4,8,4,3,1,5,4
est,6,3,2,4,1,4,2,4,8,4,3,1,5,4
et,6,3,2,4,1,4,2,4,8,4,3,1,5,4
e스포츠,3,0,3,2,7,3,3,4,4,1,5,0,5,5
for,6,3,2,4,1,4,2,4,8,4,3,1,5,4
gold,0,1,2,0,2,4,3,0,3,2,4,0,2,5
has,1,3,1,4,0,3,2,3,5,1,5,0,5,4
iLED,3,5,1,3,2,3,1,4,5,0,6,1,7,5
in,7,7,5,8,3,11,7,7,16,7,12,1,12,13
including,1,3,1,4,0,3,2,3,5,1,5,0,5,4
is,6,4,4,4,3,8,5,4,11,6,7,1,7,9
its,6,3,2,4,1,4,2,4,8,4,3,1,5,4
la,6,3,2,4,1,4,2,4,8,4,3,1,5,4
le,6,3,2,4,1,4,2,4,8,4,3,1,5,4
les,6,3,2,4,1,4,2,4,8,4,3,1,5,4
mAh,1,2,2,4,1,1,2,5,1,3,3,0,5,4
micro-patterning,0,1,2,0,2,4,3,0,3,2,4,0,2,5
nits,1,2,2,4,1,1,2,5,1,3,3,0,5,4
o1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
of,7,7,5,8,3,11,7,7,16,7,12,1,12,13
on,6,7,10,9,7,30,6,14,15,10,22,1,22,21
par,6,3,2,4,1,4,2,4,8,4,3,1,5,4
perplexity,1,2,2,3,2,2,2,4,2,3,7,1,5,5
plateforme,6,3,2,4,1,4,2,4,8,4,3,1,5,4
plus,6,3,2,4,1,4,2,4,8,4,3,1,5,4
precisely,0,1,2,0,2,4,3,0,3,2,4,0,2,5
product,6,3,2,4,1,4,2,4,8,4,3,1,5,4
produits,6,3,2,4,1,4,2,4,8,4,3,1,5,4
protected,0,0,0,0,0,1,3,0,2,1,1,9,0,1
re,6,3,2,4,1,4,2,4,8,4,3,1,5,4
research,0,1,2,0,2,4,3,0,3,2,4,0,2,5
sRGB,5,1,1,2,6,5,1,3,3,2,3,1,5,2
scattering,0,1,2,0,2,4,3,0,3,2,4,0,2,5
sensor,0,1,2,0,2,4,3,0,3,2,4,0,2,5
showrooms,1,3,1,4,0,3,2,3,5,1,5,0,5,4
signage,1,3,1,4,0,3,2,3,5,1,5,0,5,4
simple,6,3,2,4,1,4,2,4,8,4,3,1,5,4
smart,1,3,1,4,0,3,2,3,5,1,5,0,5,4
stores,1,3,1,4,0,3,2,3,5,1,5,0,5,4
structure,6,3,2,4,1,4,2,4,8,4,3,1,5,4
supplied,1,3,1,4,0,3,2,3,5,1,5,0,5,4
sur,6,3,2,4,1,4,2,4,8,4,3,1,5,4
surface-enhanced,0,1,2,0,2,4,3,0,3,2,4,0,2,5
team,0,1,2,0,2,4,3,0,3,2,4,0,2,5
technology,0,1,2,0,2,4,3,0,3,2,4,0,2,5
the,7,7,5,8,3,11,7,7,16,7,12,1,12,13
they,0,1,2,0,2,4,3,0,3,2,4,0,2,5
through,0,1,2,0,2,4,3,0,3,2,4,0,2,5
to,7,7,5,8,3,11,7,7,16,7,12,1,12,13
trace,0,1,2,0,2,4,3,0,3,2,4,0,2,5
un,6,3,2,4,1,4,2,4,8,4,3,1,5,4
une,6,3,2,4,1,4,2,4,8,4,3,1,5,4
use,1,3,1,4,0,3,2,3,5,1,5,0,5,4
valeur,6,3,2,4,1,4,2,4,8,4,3,1,5,4
vehicle,1,3,1,4,0,3,2,3,5,1,5,0,5,4
was,0,1,2,0,2,4,3,0,3,2,4,0,2,5
where,6,3,2,4,1,4,2,4,8,4,3,1,5,4
with,6,4,4,4,3,8,5,4,11,6,7,1,7,9
x2,3,0,3,2,7,3,3,4,4,1,5,0,5,5
가격,19,32,21,27,25,27,14,23,24,21,22,8,26,28
가격에,7,4,3,2,6,11,2,2,2,0,6,0,6,9
가격으로,7,5,4,5,6,14,4,8,3,0,6,0,7,9
가까운,1,3,1,4,2,4,3,3,4,9,2,1,3,2
가깝다.,0,1,2,3,1,5,3,1,2,0,1,0,1,1
가능성도,2,4,1,5,2,5,3,4,5,1,5,1,6,7
가능성을,3,5,4,6,5,3,4,5,7,4,9,0,7,10
가능성이,2,7,3,9,3,4,6,6,4,9,3,0,7,7
가능하다.,8,3,4,4,10,7,2,6,4,5,8,1,13,6
가능한,6,8,6,9,3,5,2,12,10,5,7,2,8,9
가드닝,7,4,3,3,5,3,1,5,4,4,7,4,5,6
가운데,13,7,7,10,6,12,5,8,11,10,6,1,9,9
가을야구,0,0,1,1,0,3,6,1,1,0,0,9,1,0
가입되어,1,2,1,4,0,2,1,5,3,0,1,1,2,3
가장,9,17,10,24,11,14,11,21,14,17,24,3,22,24
가전,4,3,2,4,1,5,3,3,5,2,5,3,6,3
가정용,6,7,8,6,11,13,4,14,3,6,13,0,24,13
가족,3,0,0,1,0,4,1,1,1,2,1,4,1,1
가치,0,1,1,3,0,3,2,6,1,0,0,0,1,0
각각,11,15,11,13,12,9,8,11,16,9,20,6,14,21
각국,2,6,2,9,2,3,4,2,6,10,3,0,7,8
각종,1,2,1,4,0,2,1,5,3,0,1,1,2,3
갈아타기,0,1,2,3,1,5,3,1,2,0,1,0,1,1
감독,1,0,0,0,0,1,1,0,1,1,0,10,0,0
감소,1,2,2,6,4,1,1,2,2,0,3,1,4,1
강나리기자,1,3,1,0,1,0,0,2,1,0,0,0,2,1
강력한,4,2,5,6,8,4,5,9,5,4,8,0,10,9
강민호가,0,0,1,1,0,2,5,0,0,0,0,5,1,0
강조했다.,2,3,3,2,0,5,3,3,4,2,2,3,3,3
강화,1,3,1,4,2,4,3,3,4,9,2,1,3,2
강화로,1,4,1,6,2,3,1,2,2,6,1,0,2,3
갖춘,8,1,4,4,13,8,4,7,7,3,8,1,10,7
갖춰,4,2,2,1,3,6,1,1,1,0,3,0,3,5
갖췄다.,5,1,1,2,6,5,1,3,3,2,3,1,5,2
같은,12,28,15,19,10,22,16,20,20,15,23,11,29,23
개발,8,8,10,11,8,15,5,11,12,10,15,0,16,19
개발했다.,1,2,4,2,0,4,2,2,3,1,4,0,3,6
개선을,1,3,5,3,3,4,2,5,4,1,4,1,6,3
개의,14,14,4,11,8,13,10,14,15,9,11,2,13,10
개최를,2,6,2,0,1,2,2,3,4,5,2,1,4,6
개최했다고,7,4,3,3,5,3,1,5,4,4,7,4,5,6
갤럭시,34,60,27,73,37,45,36,44,49,89,37,8,59,59
