term,cur,prev,diff,total,ma7,z_like
주사율,17,0,17,18,2.429,5.696
lg디스플레이,14,1,13,126,2.857,4.142
sk하이닉스,14,0,14,103,3.857,3.422
dell,2,0,2,5,0.429,0.95
공급망,3,2,1,53,1.429,0.716
boe,2,2,0,36,0.714,0.697
ltpo,1,0,1,1,0.143,0.622
sk온,1,0,1,1,0.143,0.622
설비투자,1,0,1,2,0.143,0.622
폭스바겐,1,0,1,2,0.143,0.622
수율,1,0,1,4,0.143,0.622
고성능,1,0,1,10,0.143,0.622
삼성디스플레이,2,1,1,41,0.857,0.593
오포,1,0,1,8,0.286,0.465
엔비디아,4,3,1,98,2.857,0.425
생산량,1,0,1,3,0.429,0.345
hp,1,1,0,29,0.857,0.074
메타,1,1,0,29,0.857,0.074
레노버,1,0,1,48,0.857,0.074
ar,1,0,1,49,1.0,0.0
노트북,4,2,2,114,4.429,-0.138
