term,cur,prev,diff,ma7,z_like,total
apple,2,0,2,0.286,1.117,5
양산,2,3,-1,0.714,0.697,28
고해상도,1,0,1,0.143,0.622,2
bmw,1,0,1,0.286,0.465,13
공급망,2,0,2,1.143,0.414,39
tv,6,2,4,4.714,0.405,132
byd,1,0,1,0.429,0.345,16
샤오미,1,1,0,0.429,0.345,11
기아,2,1,1,1.429,0.26,45
비보,1,1,0,0.571,0.244,8
메타,1,1,0,1.0,0.0,23
알파벳,1,0,1,1.286,-0.134,16
ar,1,1,0,1.286,-0.134,44
모바일,1,1,0,1.286,-0.134,49
엔비디아,1,1,0,1.429,-0.195,83
구글,2,3,-1,2.714,-0.27,52
sk하이닉스,2,4,-2,2.714,-0.27,120
모니터,1,1,0,2.571,-0.604,88
스마트폰,1,3,-2,2.571,-0.604,104
xr,1,3,-2,4.0,-1.0,93
애플,3,9,-6,6.571,-1.002,314
lg전자,3,2,1,6.857,-1.066,237
삼성전자,8,4,4,14.429,-1.34,351
폴더블,3,8,-5,11.857,-1.993,222
디스플레이,6,6,0,17.286,-2.188,313
갤럭시,2,21,-19,19.429,-3.223,231
oled,2,14,-12,24.857,-3.819,339
