term,cur,prev,diff,ma7,z_like,total
4k,7,0,7,1.0,3.0,13
아이폰,29,46,-17,15.0,2.873,211
폴더블,20,28,-8,14.286,1.196,281
디스플레이,10,10,0,6.143,1.109,220
모니터,8,4,4,4.714,1.036,174
apple,2,0,2,0.714,0.697,7
고성능,2,2,0,0.714,0.697,9
asus,1,0,1,0.143,0.622,19
csot,1,0,1,0.143,0.622,2
iphone,1,0,1,0.143,0.622,1
vr,1,0,1,0.143,0.622,12
에어팟,1,0,1,0.143,0.622,3
애플,23,42,-19,19.714,0.604,384
xr,4,2,2,2.714,0.486,74
ppi,1,1,0,0.286,0.465,8
갤럭시,4,3,1,3.0,0.366,121
etri,1,1,0,0.429,0.345,3
현대모비스,1,1,0,0.429,0.345,8
퀄컴,1,0,1,0.571,0.244,23
레노버,8,18,-10,7.714,0.076,131
boe,1,2,-1,0.857,0.074,22
공급망,3,3,0,2.857,0.053,45
ar,1,1,0,1.286,-0.134,59
구글,1,0,1,1.714,-0.309,76
tcl,1,2,-1,1.714,-0.309,69
tv,5,10,-5,7.0,-0.549,224
엔비디아,3,1,2,5.0,-0.618,200
lg전자,8,8,0,10.714,-0.635,329
샤오미,1,1,0,3.429,-0.852,50
노트북,2,2,0,4.714,-0.856,127
스마트폰,1,4,-3,3.857,-0.964,96
화웨이,1,1,0,4.0,-1.0,44
oled,3,9,-6,6.714,-1.034,327
삼성전자,2,5,-3,9.857,-1.898,511
