title,url
"애플,  폴더블  아이폰 듀오로 안드로이드  폴더블  시장 정면 도전…시작가...",https://www.wikitree.co.kr/articles/1158754
폼팩터 진화한 '아이폰 듀오'…속 채운 건 K-반도체·디스플레이,https://www.ajunews.com/view/20260910152254330
모니터·車로 판 커지는 중대형  OLED …K디스플레이가 주도,https://www.fnnews.com/news/202609101510405044
