term,cur,prev,diff,ma7,z_like,total
bmw,11,0,11,2.0,3.728,21
디스플레이,12,5,7,3.857,2.747,192
모바일,10,2,8,3.429,2.304,75
스마트폰,7,1,6,2.571,1.701,111
삼성전자,32,9,23,23.857,1.384,451
tcl,3,0,3,1.0,1.0,18
벤츠,2,0,2,0.714,0.697,61
csot,1,0,1,0.143,0.622,2
fmm,1,0,1,0.143,0.622,2
오포,1,0,1,0.143,0.622,5
태블릿,1,0,1,0.143,0.622,16
vr,1,0,1,0.286,0.465,11
올레드,1,0,1,0.286,0.465,23
폭스바겐,1,0,1,0.286,0.465,3
맥북,1,1,0,0.286,0.465,21
sharp,1,0,1,0.429,0.345,4
세미파이브,1,1,0,0.429,0.345,11
oled,12,14,-2,10.857,0.266,296
레노버,1,0,1,0.571,0.244,83
애플,5,5,0,4.429,0.184,174
갤럭시,1,0,1,0.714,0.155,94
xr,3,1,2,3.0,0.0,86
폴더블,3,5,-2,3.0,0.0,101
sk하이닉스,1,0,1,1.143,-0.069,42
현대모비스,1,0,1,1.143,-0.069,62
노트북,1,4,-3,2.143,-0.464,95
아이폰,1,6,-5,2.286,-0.512,80
lg디스플레이,1,7,-6,5.286,-1.299,140
tv,7,12,-5,13.0,-1.303,306
lg전자,2,16,-14,12.857,-2.368,331
모니터,4,11,-7,16.0,-2.4,188
