term,cur,prev,diff,total,ma7,z_like
oled,20,4,16,324,13.571,1.372
lg디스플레이,14,2,12,130,2.286,4.664
구글,14,5,9,78,5.857,2.381
모니터,12,2,10,167,5.286,2.035
삼성전자,12,9,3,486,12.143,-0.032
소니,10,2,8,29,3.429,2.304
애플,10,11,-1,279,7.714,0.605
tv,10,5,5,361,18.429,-1.592
tcl,9,2,7,85,2.429,2.569
ar,9,0,9,50,2.714,2.374
레노버,7,0,7,92,2.0,2.071
엔비디아,7,3,4,177,2.286,1.877
갤럭시,7,1,6,107,2.286,1.877
폴더블,5,5,0,114,3.143,0.67
벤큐,4,0,4,13,0.571,1.953
etri,4,0,4,8,0.571,1.953
harman,4,0,4,4,0.571,1.953
xr,4,3,1,118,2.571,0.549
노트북,4,3,1,130,3.143,0.309
sk하이닉스,3,0,3,72,1.143,0.898
스마트폰,3,10,-7,107,3.429,-0.15
디스플레이,3,2,1,214,3.714,-0.244
qled,2,0,2,41,0.429,0.95
픽셀,2,1,1,5,0.571,0.814
lg전자,2,3,-1,228,11.714,-2.197
생산능력,1,0,1,17,0.143,0.622
4k,1,0,1,4,0.143,0.622
고효율,1,0,1,2,0.143,0.622
기아,1,0,1,21,0.429,0.345
hp,1,0,1,29,0.571,0.244
asus,1,0,1,25,0.571,0.244
아마존,1,1,0,10,0.571,0.244
고성능,1,2,-1,21,0.857,0.074
인텔,1,0,1,38,1.0,0.0
lcd,1,0,1,36,1.429,-0.195
vr,1,0,1,55,1.714,-0.309
아이폰,1,5,-4,115,2.714,-0.648
모바일,1,1,0,72,3.857,-0.964
