term,cur,prev,diff,total,ma7,z_like
레노버,19,0,19,77,3.429,5.461
ar,11,0,11,69,3.286,2.743
갤럭시,9,1,8,243,3.286,2.032
fhd,3,0,3,3,0.429,1.554
fmm,3,2,1,8,0.857,1.113
sk하이닉스,5,2,3,94,2.286,1.081
구글,5,2,3,95,2.286,1.081
asus,2,0,2,13,0.429,0.95
hp,2,1,1,44,0.429,0.95
jusung,1,0,1,1,0.143,0.622
오포,1,0,1,1,0.143,0.622
주사율,1,0,1,1,0.143,0.622
merck,1,0,1,2,0.143,0.622
galaxy,1,0,1,3,0.143,0.622
에어팟,1,0,1,5,0.143,0.622
boe,1,0,1,15,0.143,0.622
모바일,2,0,2,22,0.857,0.593
소니,1,0,1,12,0.286,0.465
화웨이,1,0,1,14,0.286,0.465
맥북,1,0,1,16,0.286,0.465
샤오미,1,0,1,14,0.571,0.244
픽셀,1,0,1,15,0.571,0.244
인텔,1,0,1,33,0.571,0.244
노트북,3,1,2,85,2.429,0.223
4k,1,1,0,6,0.714,0.155
xr,3,3,0,64,2.714,0.108
퀄컴,1,0,1,37,0.857,0.074
tcl,1,1,0,21,2.571,-0.604
lcd,1,1,0,36,2.571,-0.604
