term,cur,prev,diff,total,ma7,z_like
레노버,19,0,19,77,3.429,5.461
삼성전자,13,20,-7,367,19.143,-1.143
oled,12,66,-54,373,16.571,-0.902
ar,11,0,11,69,3.286,2.743
갤럭시,9,1,8,243,3.286,2.032
tv,9,8,1,198,10.143,-0.273
스마트폰,7,4,3,97,3.286,1.321
애플,7,4,3,289,8.0,-0.261
lg전자,7,10,-3,268,8.571,-0.4
디스플레이,6,22,-16,232,8.143,-0.556
구글,5,2,3,95,2.286,1.081
sk하이닉스,5,2,3,94,2.286,1.081
폴더블,5,32,-27,241,7.714,-0.719
lg디스플레이,4,6,-2,158,3.286,0.254
fhd,3,0,3,3,0.429,1.554
fmm,3,2,1,8,0.857,1.113
텐센트,3,6,-3,10,1.286,0.803
노트북,3,1,2,85,2.429,0.223
xr,3,3,0,64,2.714,0.108
엔비디아,3,17,-14,111,7.286,-1.159
hp,2,1,1,44,0.429,0.95
asus,2,0,2,13,0.429,0.95
모바일,2,0,2,22,0.857,0.593
boe,1,0,1,15,0.143,0.622
에어팟,1,0,1,5,0.143,0.622
galaxy,1,0,1,3,0.143,0.622
merck,1,0,1,2,0.143,0.622
jusung,1,0,1,1,0.143,0.622
오포,1,0,1,1,0.143,0.622
주사율,1,0,1,1,0.143,0.622
맥북,1,0,1,16,0.286,0.465
화웨이,1,0,1,14,0.286,0.465
소니,1,0,1,12,0.286,0.465
인텔,1,0,1,33,0.571,0.244
픽셀,1,0,1,15,0.571,0.244
샤오미,1,0,1,14,0.571,0.244
4k,1,1,0,6,0.714,0.155
퀄컴,1,0,1,37,0.857,0.074
삼성디스플레이,1,11,-10,49,2.143,-0.464
lcd,1,1,0,36,2.571,-0.604
tcl,1,1,0,21,2.571,-0.604
아이폰,1,2,-1,76,2.714,-0.648
