date,topic_id,avg_sentiment,article_count
2025-10-18,0,0.5258,29
2025-10-18,1,0.5258,27
2025-10-18,2,0.5258,29
2025-10-18,3,0.5258,29
2025-10-18,4,0.5258,25
2025-10-18,5,0.5244,26
2025-10-18,6,0.526,23
2025-10-18,7,0.5245,24
2025-10-18,8,0.5253,25
2025-10-18,9,0.525,30
2025-10-18,10,0.5251,23
2025-10-18,11,0.525,30
2025-10-18,12,0.5247,28
2025-10-18,13,0.5258,29
