term,cur,prev,diff,total,ma7,z_like
삼성전자,38,37,1,397,21.143,3.011
tv,32,13,19,298,11.0,4.865
모니터,11,34,-23,139,8.0,0.784
lg전자,7,12,-5,313,6.429,0.162
화웨이,4,1,3,22,1.143,1.381
모바일,4,0,4,55,2.0,0.828
xr,4,7,-3,100,2.429,0.614
노트북,3,1,2,92,2.0,0.414
폴더블,3,4,-1,107,3.286,-0.102
디스플레이,3,3,0,184,5.143,-0.656
인텔,2,0,2,41,0.571,0.814
카카오,2,0,2,19,0.857,0.593
엔비디아,2,0,2,60,1.286,0.335
구글,2,2,0,72,1.571,0.19
갤럭시,2,1,1,96,1.714,0.124
애플,2,7,-5,201,5.857,-1.128
oled,2,6,-4,281,7.714,-1.513
현대모비스,1,0,1,61,0.143,0.622
알파벳,1,0,1,3,0.143,0.622
hp,1,0,1,48,0.429,0.345
스마트워치,1,1,0,9,0.429,0.345
공급망,1,1,0,21,0.571,0.244
해상도,1,3,-2,7,0.571,0.244
ar,1,1,0,50,0.714,0.155
sk하이닉스,1,2,-1,51,1.286,-0.134
