cluster_id,keywords
0,"스마트폰, 모니터"
1,"중국, 홍콩"
2,삼성
3,애플
4,"반도체, 노트북, 인텔"
5,"미국, 솔루션, 시스템, 데이터센터, 캠페, 서버, 손실, 경험, 관광, 플랫폼, 분석, 지원"
6,"벤츠, 디스플레이, 구글, OLED, 전기차, 문화, 레노버, 매출, 엔비디아, 게임, 소재, 브랜드, 팝업, 신세계, 대형, 최초, 기존, 개인, 지적, 역할, 의미, 없이, 카카오, 사장, 인기, 인사, 가능, 오디세, 시간, 넥슨, 대전, 순천향대, 맥북, 퀄컴, 픽티바, 공간, 쿠팡, 오비맥주, 고성능, 익산, 메이플, 정관장, 이상, 상품, 아모레퍼시픽"
7,"개발, 혁신상, 제조, 생산, 효율, 설계, 특허"
