term,cur,prev,diff,ma7,z_like,total
모니터,34,5,29,7.143,7.313,131
삼성전자,37,31,6,17.857,3.663,390
삼성디스플레이,13,18,-5,5.0,2.472,127
xr,7,2,5,2.571,1.701,98
벤큐,4,1,3,0.857,1.632,6
해상도,3,0,3,0.429,1.554,6
lg전자,12,3,9,6.714,1.472,309
tv,13,4,9,8.571,1.128,271
bmw,2,0,2,0.286,1.117,11
galaxy,1,0,1,0.143,0.622,2
sharp,1,0,1,0.143,0.622,6
갤럭시북,1,0,1,0.143,0.622,2
게이밍모니터,1,0,1,0.143,0.622,1
harman,1,1,0,0.286,0.465,2
스마트워치,1,1,0,0.286,0.465,8
주사율,1,1,0,0.286,0.465,10
sk하이닉스,2,1,1,1.143,0.414,51
공급망,1,0,1,0.429,0.345,20
양산,1,0,1,0.429,0.345,19
구글,2,5,-3,1.429,0.26,73
폴더블,4,4,0,3.286,0.254,105
vr,1,0,1,0.571,0.244,13
ar,1,2,-1,0.571,0.244,49
화웨이,1,2,-1,0.571,0.244,18
애플,7,6,1,6.429,0.162,216
아이폰,4,4,0,3.714,0.098,89
기아,1,0,1,0.857,0.074,54
벤츠,1,1,0,1.286,-0.134,66
레노버,1,5,-4,1.286,-0.134,99
lg디스플레이,3,20,-17,3.857,-0.289,128
udc,1,0,1,1.714,-0.309,13
갤럭시,1,0,1,1.714,-0.309,94
노트북,1,1,0,2.0,-0.414,91
oled,6,32,-26,8.429,-0.622,296
스마트폰,1,2,-1,2.714,-0.648,119
디스플레이,3,8,-5,8.571,-1.418,186
