term,cur,prev,diff,ma7,z_like,total
인텔,32,2,30,5.714,7.753,88
lg디스플레이,30,2,28,6.0,6.958,109
양산,19,0,19,3.571,5.339,54
벤츠,12,0,12,1.857,4.293,28
oled,29,22,7,11.429,4.011,501
고성능,10,0,10,1.571,3.74,31
kaist,6,0,6,0.857,2.67,31
디스플레이,16,7,9,7.714,2.193,271
갤럭시,7,3,4,3.143,1.391,93
기아,4,0,4,1.286,1.272,66
설비투자,2,0,2,0.286,1.117,4
vr,3,0,3,1.0,1.0,19
ar,4,3,1,2.286,0.682,39
sk하이닉스,3,2,1,1.571,0.634,54
capex,1,0,1,0.143,0.622,1
도우인시스,1,0,1,0.143,0.622,2
선익시스템,1,0,1,0.143,0.622,10
수율,1,0,1,0.143,0.622,3
원익ips,1,0,1,0.143,0.622,1
주사율,1,0,1,0.143,0.622,3
증착기,1,0,1,0.143,0.622,2
폴더블,2,0,2,0.857,0.593,59
lcd,1,1,0,0.286,0.465,29
모니터,4,7,-3,3.0,0.366,130
byd,1,2,-1,0.429,0.345,7
asus,2,0,2,1.286,0.335,19
아마존,1,2,-1,0.571,0.244,10
하이센스,1,2,-1,0.571,0.244,27
구글,2,1,1,1.714,0.124,59
tsmc,1,0,1,0.857,0.074,27
올레드,1,2,-1,0.857,0.074,40
스마트폰,4,4,0,4.429,-0.138,106
애플,5,4,1,5.714,-0.211,166
삼성디스플레이,2,0,2,2.571,-0.219,160
아이폰,1,3,-2,1.857,-0.363,57
삼성전자,11,11,0,12.714,-0.375,429
xr,1,2,-1,2.0,-0.414,48
노트북,3,10,-7,4.857,-0.58,153
소니,2,1,1,5.0,-0.927,83
lg전자,2,2,0,6.143,-1.191,314
tcl,3,5,-2,7.714,-1.248,120
tv,9,13,-4,17.571,-1.651,451
