term,cur,prev,diff,ma7,z_like,total
삼성전자,52,29,23,25.143,4.466,655
vr,8,0,8,1.286,3.146,14
엔비디아,9,4,5,2.714,2.374,97
kaist,7,0,7,1.857,2.177,27
카카오,5,1,4,0.857,2.151,16
ar,6,3,3,1.429,2.082,32
공급망,4,1,3,1.143,1.381,50
폴더블,4,3,1,1.286,1.272,144
ltpo,2,0,2,0.286,1.117,4
아이폰,4,1,3,1.571,1.078,97
hp,3,1,2,1.286,0.803,70
고효율,1,0,1,0.143,0.622,9
미디어텍,1,0,1,0.143,0.622,1
소니,1,0,1,0.143,0.622,10
저전력,1,0,1,0.143,0.622,1
픽셀,1,0,1,0.143,0.622,3
모바일,2,3,-1,0.857,0.593,35
xr,6,8,-2,4.429,0.506,137
sharp,1,1,0,0.286,0.465,5
삼성디스플레이,5,11,-6,3.714,0.439,113
boe,1,0,1,0.571,0.244,13
모니터,2,2,0,1.571,0.19,80
갤럭시,3,1,2,2.571,0.165,74
lg전자,7,7,0,6.857,0.039,217
tsmc,1,4,-3,1.0,0.0,25
태블릿,1,1,0,1.143,-0.069,21
애플,8,8,0,8.429,-0.11,254
구글,1,0,1,1.286,-0.134,48
스마트폰,1,3,-2,1.286,-0.134,105
amd,1,4,-3,1.286,-0.134,17
인텔,1,1,0,1.429,-0.195,43
디스플레이,4,13,-9,6.0,-0.58,261
tv,15,26,-11,18.571,-0.673,470
노트북,3,7,-4,5.571,-0.765,154
lg디스플레이,1,2,-1,3.143,-0.773,134
oled,4,23,-19,13.0,-1.954,402
