term,cur,prev,diff,total,ma7,z_like
카카오,12,0,12,37,1.857,4.293
수율,4,0,4,17,0.571,1.953
모바일,7,0,7,32,2.429,1.787
sk하이닉스,4,0,4,74,1.143,1.381
apple,2,0,2,6,0.286,1.117
파나소닉,1,0,1,6,0.143,0.622
sharp,1,0,1,10,0.143,0.622
스마트폰,5,1,4,100,3.286,0.609
lcd,2,1,1,34,0.857,0.593
현대모비스,1,0,1,2,0.286,0.465
설비투자,1,0,1,11,0.286,0.465
xr,3,1,2,69,2.143,0.348
주사율,1,1,0,4,0.429,0.345
byd,1,0,1,9,0.429,0.345
샤오미,2,0,2,22,1.286,0.335
아이폰,8,3,5,114,6.857,0.316
asus,2,1,1,22,1.429,0.26
tv,6,1,5,209,5.571,0.128
공급망,1,0,1,51,0.857,0.074
hp,1,0,1,39,1.286,-0.134
노트북,3,0,3,95,3.857,-0.289
구글,1,0,1,93,1.714,-0.309
ar,1,0,1,71,2.143,-0.464
