term,cur,prev,diff,ma7,z_like,total
woled,4,0,4,0.571,1.953,4
스마트폰,3,3,0,1.429,0.716,85
lg디스플레이,3,0,3,1.571,0.634,66
공급망,3,0,3,1.571,0.634,36
microled,1,0,1,0.143,0.622,1
폭스바겐,1,0,1,0.143,0.622,3
하이센스,2,0,2,0.857,0.593,9
lcd,2,1,1,0.857,0.593,34
kaist,2,0,2,1.0,0.5,26
화웨이,2,0,2,1.0,0.5,19
생산능력,1,0,1,0.286,0.465,6
ar,3,2,1,2.143,0.348,66
메타,1,0,1,0.714,0.155,23
맥북,1,0,1,1.0,0.0,19
아마존,1,2,-1,1.0,0.0,17
구글,2,2,0,2.429,-0.168,82
모니터,3,3,0,3.714,-0.244,159
샤오미,1,4,-3,1.857,-0.363,34
amd,1,0,1,2.0,-0.414,16
sk하이닉스,1,2,-1,2.143,-0.464,58
xr,1,1,0,2.286,-0.512,69
노트북,5,7,-2,7.0,-0.549,122
tcl,3,1,2,5.0,-0.618,62
아이폰,3,5,-2,5.0,-0.618,134
lg전자,11,11,0,15.571,-0.924,329
폴더블,2,5,-3,5.571,-1.063,234
oled,2,0,2,5.857,-1.128,305
애플,6,11,-5,11.429,-1.239,337
갤럭시,2,4,-2,6.429,-1.253,127
엔비디아,2,2,0,7.714,-1.513,200
레노버,1,0,1,6.571,-1.563,94
tv,3,8,-5,9.714,-1.631,229
디스플레이,1,1,0,8.143,-1.854,191
삼성전자,6,6,0,23.429,-2.984,531
