term,cur,prev,diff,ma7,z_like,total
tsmc,3,0,3,1.429,0.716,16
z폴드,1,0,1,0.143,0.622,1
화웨이,1,0,1,0.143,0.622,14
한미반도체,1,1,0,0.286,0.465,6
인텔,2,2,0,1.143,0.414,51
스마트폰,3,2,1,2.143,0.348,86
고성능,1,0,1,0.429,0.345,20
벤큐,1,0,1,0.429,0.345,4
카카오,1,1,0,0.429,0.345,15
vr,1,1,0,0.571,0.244,15
노트북,4,2,2,3.429,0.2,111
hp,1,2,-1,0.714,0.155,45
도우인시스,1,2,-1,0.714,0.155,8
bmw,1,2,-1,0.857,0.074,14
sk하이닉스,2,3,-1,2.143,-0.058,55
lg전자,6,6,0,6.857,-0.237,271
폴더블,1,2,-1,2.429,-0.558,60
구글,1,3,-2,2.571,-0.604,112
애플,5,3,2,7.286,-0.618,156
레노버,2,2,0,4.286,-0.744,89
xr,2,2,0,4.571,-0.819,107
lg디스플레이,1,4,-3,3.429,-0.852,78
디스플레이,1,2,-1,4.429,-1.104,184
엔비디아,2,3,-1,5.857,-1.128,233
tv,1,4,-3,4.714,-1.171,259
삼성전자,5,11,-6,11.857,-1.543,518
