term,cur,prev,diff,ma7,z_like,total
레노버,18,0,18,3.143,5.358,23
엔비디아,15,1,14,2.286,5.062,24
퀄컴,8,0,8,1.429,2.994,24
공급망,3,0,3,0.571,1.383,16
etri,2,0,2,0.286,1.117,3
