term,cur,prev,diff,ma7,z_like,total
폴더블,17,0,17,3.857,4.434,72
oled,12,8,4,5.429,1.973,227
구글,5,1,4,1.143,1.864,36
갤럭시,9,2,7,3.714,1.806,85
postech,2,0,2,0.286,1.117,2
xr,5,3,2,2.714,0.863,119
asus,1,0,1,0.143,0.622,7
qled,1,0,1,0.143,0.622,16
tcl,1,0,1,0.143,0.622,8
니트,1,0,1,0.143,0.622,1
비보,1,0,1,0.143,0.622,5
화웨이,1,0,1,0.143,0.622,10
애플,12,4,8,10.0,0.481,224
vr,1,0,1,0.286,0.465,8
스마트워치,1,0,1,0.286,0.465,4
저전력,1,0,1,0.286,0.465,3
4k,1,0,1,0.429,0.345,9
메타,1,0,1,0.429,0.345,12
tsmc,1,1,0,0.429,0.345,11
샤오미,1,0,1,0.571,0.244,24
삼성디스플레이,1,1,0,0.571,0.244,36
노트북,5,8,-3,4.429,0.184,79
byd,1,0,1,0.714,0.155,13
모바일,2,2,0,1.714,0.124,23
인텔,2,5,-3,1.857,0.06,54
디스플레이,4,3,1,4.0,0.0,129
lg디스플레이,1,2,-1,1.143,-0.069,84
tv,10,8,2,10.714,-0.167,206
공급망,1,0,1,1.429,-0.195,35
엔비디아,5,21,-16,6.0,-0.29,174
레노버,1,0,1,1.714,-0.309,38
boe,1,1,0,1.714,-0.309,24
모니터,2,2,0,2.857,-0.319,92
ar,1,1,0,1.857,-0.363,37
아이폰,2,2,0,3.0,-0.366,64
맥북,1,1,0,3.0,-0.732,35
스마트폰,2,7,-5,4.286,-0.744,72
lg전자,2,3,-1,7.286,-1.429,205
벤츠,1,0,1,6.714,-1.591,52
삼성전자,6,6,0,14.143,-1.71,528
