term,cur,prev,diff,total,ma7,z_like
애플,25,9,16,199,9.0,4.0
삼성전자,25,21,4,489,20.429,0.828
맥북,13,4,9,28,2.429,4.132
tv,13,8,5,147,8.0,1.306
아이폰,12,4,8,62,3.286,3.098
oled,9,16,-7,215,9.286,-0.071
lg전자,7,4,3,175,7.857,-0.225
노트북,6,4,2,54,4.286,0.558
디스플레이,6,5,1,112,4.571,0.455
구글,5,0,5,36,1.286,1.741
모니터,5,5,0,79,5.571,-0.17
폴더블,4,2,2,56,1.286,1.272
필립스,3,0,3,5,0.429,1.554
bmw,2,1,1,9,0.429,0.95
boe,2,1,1,16,0.571,0.814
sk하이닉스,2,0,2,41,1.143,0.414
ar,2,3,-1,27,1.714,0.124
스마트폰,2,5,-3,48,2.0,0.0
한미반도체,1,0,1,4,0.143,0.622
fhd,1,0,1,1,0.143,0.622
mbux,1,0,1,1,0.143,0.622
샤오펑,1,0,1,1,0.143,0.622
태블릿,1,0,1,18,0.286,0.465
lcd,1,1,0,17,0.286,0.465
벤츠,1,0,1,6,0.286,0.465
스트레처블,1,0,1,2,0.286,0.465
저전력,1,1,0,2,0.286,0.465
uhd,1,1,0,4,0.571,0.244
xr,1,1,0,103,1.286,-0.134
amd,1,0,1,42,2.429,-0.558
삼성디스플레이,1,3,-2,35,3.571,-0.89
lg디스플레이,1,2,-1,83,7.0,-1.646
엔비디아,1,7,-6,136,11.286,-2.359
